"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"1215","Wei-Yin Chen",571830,"FF|FF","Called Strike","null","null"
"1218","Wei-Yin Chen",595963,"SL|CU","Called Strike","null","null"
"1220","Wei-Yin Chen",595963,"FF|FF","In play, out(s)","54.5","-9.61"
"1223","Wei-Yin Chen",592826,"SL|FF","Swinging Strike","null","null"
"1224","Wei-Yin Chen",592826,"FF|FF","Called Strike","null","null"
"1228","Wei-Yin Chen",488721,"FF|FF","Called Strike","null","null"
"1229","Wei-Yin Chen",488721,"FF|FF","Foul","null","null"
"1230","Wei-Yin Chen",488721,"FF|CH","Called Strike","null","null"
"1234","Wei-Yin Chen",596748,"FF|CU","Called Strike","null","null"
"1236","Wei-Yin Chen",571830,"CH|FF","In play, no out","99.7","9.89"
"1237","Wei-Yin Chen",571830,"FF|FF","Foul","null","null"
"1241","Wei-Yin Chen",434563,"SL|CH","Called Strike","null","null"
"1242","Wei-Yin Chen",434563,"CH|FT","Foul","null","null"
"1243","Wei-Yin Chen",434563,"FT|FF","In play, out(s)","94.2","34.85"
"1246","Wei-Yin Chen",520471,"SL|SL","In play, no out","66.6","35.27"
"1247","Wei-Yin Chen",520471,"SL|CU","Called Strike","null","null"
"1250","Wei-Yin Chen",595963,"CH|FF","In play, out(s)","61.3","-9.19"
"1251","Wei-Yin Chen",595963,"FF|FF","Called Strike","null","null"
"1255","Wei-Yin Chen",502034,"SL|FF","Foul","null","null"
"1256","Wei-Yin Chen",502034,"FF|SL","Foul","null","null"
"1258","Wei-Yin Chen",502034,"CH|SL","Swinging Strike (Blocked)","null","null"
"1260","Wei-Yin Chen",488721,"CH|CH","In play, run(s)","77.2","16.4"
"1264","Wei-Yin Chen",514917,"FF|FF","Foul","null","null"
"1266","Wei-Yin Chen",596748,"CH|SL","Called Strike","null","null"
"1267","Wei-Yin Chen",596748,"SL|FF","Foul","null","null"
"1268","Wei-Yin Chen",596748,"FF|FF","Swinging Strike","null","null"
"1270","Wei-Yin Chen",571830,"CH|CH","Foul","null","null"
"1273","Wei-Yin Chen",571830,"SL|FF","In play, run(s)","102.5","10.86"
"1274","Wei-Yin Chen",571830,"FF|FF","Called Strike","null","null"
"1275","Wei-Yin Chen",571830,"FF|CH","Foul","null","null"
"1276","Wei-Yin Chen",571830,"CH|CH","Foul","null","null"
"1278","Wei-Yin Chen",434563,"SL|null","Swinging Strike","null","null"
"1279","Wei-Yin Chen",434563,"null|FF","Foul","null","null"
"1283","Wei-Yin Chen",434563,"CU|FF","In play, out(s)","55.7","-18.4"
"1284","Wei-Yin Chen",434563,"FF|FF","Foul","null","null"
"1286","Wei-Yin Chen",514917,"FF|CH","Called Strike","null","null"
"1288","Wei-Yin Chen",514917,"FT|FF","In play, out(s)","101.5","1.92"
"1292","Wei-Yin Chen",570267,"FF|FF","Called Strike","null","null"
"1293","Wei-Yin Chen",570267,"FF|FF","Swinging Strike","null","null"
"1295","Wei-Yin Chen",474892,"FF|FF","Foul","null","null"
"1297","Wei-Yin Chen",474892,"FF|FF","Foul (Runner Going)","null","null"
"1300","Wei-Yin Chen",474892,"FF|CH","Swinging Strike (Blocked)","null","null"
"1302","Wei-Yin Chen",431094,"FF|FF","Foul","null","null"
"1304","Wei-Yin Chen",431094,"FF|SL","Swinging Strike (Blocked)","null","null"
"1306","Wei-Yin Chen",502624,"FF|FF","Swinging Strike","null","null"
"1307","Wei-Yin Chen",502624,"FF|SL","Swinging Strike (Blocked)","null","null"
"1309","Wei-Yin Chen",542340,"CH|CH","Foul","null","null"
"1310","Wei-Yin Chen",542340,"CH|CH","Foul","null","null"
"1311","Wei-Yin Chen",542340,"CH|FF","Called Strike","null","null"
"1314","Wei-Yin Chen",474892,"CH|CH","Foul","null","null"
"1315","Wei-Yin Chen",474892,"CH|FF","Called Strike","null","null"
"1317","Wei-Yin Chen",474892,"FF|FF","Foul","null","null"
"1318","Wei-Yin Chen",474892,"FF|SL","Called Strike","null","null"
"1320","Wei-Yin Chen",502100,"CU|SL","Foul","null","null"
"1321","Wei-Yin Chen",502100,"SL|SL","Swinging Strike","null","null"
"1323","Wei-Yin Chen",502624,"FF|FF","Called Strike","null","null"
"1324","Wei-Yin Chen",502624,"FF|FF","Foul","null","null"
"1325","Wei-Yin Chen",502624,"FF|SL","Swinging Strike","null","null"
"1327","Wei-Yin Chen",570267,"FF|SL","Swinging Strike","null","null"
"1328","Wei-Yin Chen",570267,"SL|SL","Swinging Strike (Blocked)","null","null"
"1330","Wei-Yin Chen",542340,"FT|FF","Called Strike","null","null"
"1331","Wei-Yin Chen",542340,"FF|FF","Foul","null","null"
"1332","Wei-Yin Chen",542340,"FF|FF","Foul","null","null"
"1333","Wei-Yin Chen",542340,"FF|SL","Swinging Strike","null","null"
"1336","Wei-Yin Chen",518960,"FF|CH","Called Strike","null","null"
"1337","Wei-Yin Chen",518960,"CH|FF","Foul","null","null"
"1338","Wei-Yin Chen",518960,"FF|SL","Foul","null","null"
"1339","Wei-Yin Chen",518960,"SL|FF","Swinging Strike","null","null"
"1342","Wei-Yin Chen",474892,"FT|SL","Foul","null","null"
"1347","Wei-Yin Chen",541650,"FF|SL","Called Strike","null","null"
"1348","Wei-Yin Chen",541650,"SL|SL","Swinging Strike (Blocked)","null","null"
"1354","Wei-Yin Chen",502100,"FF|CU","Called Strike","null","null"
"1355","Wei-Yin Chen",502100,"CU|SL","In play, out(s)","null","null"
"1358","Wei-Yin Chen",502100,"FF|CU","Called Strike","null","null"
"1359","Wei-Yin Chen",502100,"CU|SL","Foul","null","null"
"1360","Wei-Yin Chen",502100,"SL|SL","In play, no out","69.8","20.2"
"1364","Wei-Yin Chen",518960,"FF|FF","In play, no out","79.1","27.65"
"1366","Wei-Yin Chen",570267,"CU|FF","Foul","null","null"
"1368","Wei-Yin Chen",570267,"FF|CH","Called Strike","null","null"
"1369","Wei-Yin Chen",570267,"CH|FF","In play, no out","97.3","-3.04"
"1371","Wei-Yin Chen",431094,"CH|FT","In play, out(s)","84.6","37.87"
"1373","Wei-Yin Chen",460075,"FF|CH","In play, out(s)","90.6","42.46"
"1375","Wei-Yin Chen",541650,"CU|FF","In play, out(s)","92","36.6"
"1380","Wei-Yin Chen",460075,"SL|FF","In play, no out","67.9","21.3"
"1381","Wei-Yin Chen",460075,"FF|FT","In play, no out","108.9","7.06"
"1383","Wei-Yin Chen",542340,"FF|FT","Foul","null","null"
"1385","Wei-Yin Chen",542340,"FF|SL","In play, no out","105","-3.26"
"1388","Wei-Yin Chen",431094,"SL|FT","In play, out(s)","96.1","25.61"
"1390","Wei-Yin Chen",546318,"FF|null","Foul","null","null"
"1391","Wei-Yin Chen",546318,"null|SL","In play, no out","91.8","7.44"
"1395","Wei-Yin Chen",596748,"CU|CU","In play, out(s)","106.1","13.14"
"1396","Wei-Yin Chen",596748,"CU|FF","Foul","null","null"
"1400","Wei-Yin Chen",520471,"CH|FT","Called Strike","null","null"
"1403","Wei-Yin Chen",595963,"CH|FF","Foul","null","null"
"1404","Wei-Yin Chen",595963,"FF|FF","Foul","null","null"
"1406","Wei-Yin Chen",595963,"SL|FF","Called Strike","null","null"
"1407","Wei-Yin Chen",595963,"FF|CH","In play, out(s)","94.4","-14.5"
"1411","Wei-Yin Chen",592826,"FF|FF","Foul","null","null"
"1413","Wei-Yin Chen",592826,"FF|CU","Swinging Strike","null","null"
"1414","Wei-Yin Chen",592826,"CU|FF","In play, out(s)","103.8","-16.36"
"1418","Wei-Yin Chen",488721,"FT|FF","Called Strike","null","null"
"1422","Wei-Yin Chen",596748,"CH|CH","Foul","null","null"
"1424","Wei-Yin Chen",573131,"SL|SL","In play, out(s)","103.5","20.61"
"1425","Wei-Yin Chen",573131,"SL|FF","Called Strike","null","null"
"1426","Wei-Yin Chen",573131,"FF|FF","Called Strike","null","null"
"1428","Wei-Yin Chen",520471,"FT|FF","In play, no out","97.4","8.64"
"1431","Wei-Yin Chen",519237,"CH|CH","In play, out(s)","null","null"
"1434","Wei-Yin Chen",595963,"SL|FF","In play, out(s)","77.4","55.46"
"1435","Wei-Yin Chen",595963,"FF|FF","Foul","null","null"
"1436","Wei-Yin Chen",595963,"FF|CH","Foul","null","null"
"1438","Wei-Yin Chen",592826,"CH|FF","Swinging Strike","null","null"
"1443","Wei-Yin Chen",514917,"FT|CH","In play, out(s)","82.2","8.65"
"1444","Wei-Yin Chen",514917,"CH|CH","Foul","null","null"
"1451","Wei-Yin Chen",595963,"CH|FF","In play, out(s)","80.6","-33.92"
"1457","Wei-Yin Chen",519237,"FT|CH","In play, out(s)","83.4","42.96"
"1460","Wei-Yin Chen",570267,"FF|FT","Called Strike","null","null"
"1461","Wei-Yin Chen",570267,"FT|FF","Called Strike","null","null"
"1464","Wei-Yin Chen",570267,"FT|FF","In play, no out","110.8","16.53"
"1466","Wei-Yin Chen",460075,"CH|FF","In play, run(s)","87.5","6.53"
"1468","Wei-Yin Chen",460075,"FF|FF","Foul","null","null"
"1471","Wei-Yin Chen",518960,"SL|FF","Foul","null","null"
"1472","Wei-Yin Chen",518960,"FF|FT","Called Strike","null","null"
"1473","Wei-Yin Chen",518960,"FT|FT","Foul","null","null"
"1474","Wei-Yin Chen",518960,"FT|SL","In play, out(s)","101.3","5.21"
"1477","Wei-Yin Chen",431094,"FT|CU","In play, out(s)","96.5","23.55"
"1479","Wei-Yin Chen",570717,"FF|FF","Called Strike","null","null"
"1480","Wei-Yin Chen",570717,"FF|SL","In play, out(s)","71.5","3.05"
"1482","Wei-Yin Chen",502624,"FF|CU","Swinging Strike","null","null"
"1483","Wei-Yin Chen",502624,"CU|FF","Called Strike","null","null"
"1484","Wei-Yin Chen",502624,"FF|FF","Foul","null","null"
"1488","Wei-Yin Chen",570267,"FF|CU","Foul","null","null"
"1489","Wei-Yin Chen",570267,"CU|CU","Called Strike","null","null"
"1490","Wei-Yin Chen",570267,"CU|CH","Foul","null","null"
"1493","Wei-Yin Chen",542340,"FT|CH","Foul","null","null"
"1494","Wei-Yin Chen",542340,"CH|FF","Swinging Strike","null","null"
"1495","Wei-Yin Chen",542340,"FF|FT","Swinging Strike","null","null"
"1500","Wei-Yin Chen",460075,"FF|FF","In play, no out","88.5","13.68"
"1502","Wei-Yin Chen",474892,"CH|FT","Foul","null","null"
"1505","Wei-Yin Chen",474892,"CH|SL","Called Strike","null","null"
"1508","Wei-Yin Chen",595023,"FT|FF","In play, out(s)","57.3","-56.9"
"1510","Wei-Yin Chen",595023,"CU|FF","Foul","null","null"
"1512","Wei-Yin Chen",431094,"FF|FF","In play, out(s)","79.1","-5.74"
"1515","Wei-Yin Chen",570717,"FF|FF","Swinging Strike","null","null"
"1518","Wei-Yin Chen",570717,"CU|FF","In play, out(s)","94.4","6.25"
"1520","Wei-Yin Chen",541650,"CU|FF","Called Strike","null","null"
"1521","Wei-Yin Chen",541650,"FF|SL","Foul","null","null"
"1522","Wei-Yin Chen",541650,"SL|CU","Foul","null","null"
"1524","Wei-Yin Chen",570267,"CH|FF","In play, out(s)","103.1","15.93"
"1527","Wei-Yin Chen",542340,"FF|CU","Called Strike","null","null"
"1528","Wei-Yin Chen",542340,"CU|SL","Foul","null","null"
"1530","Wei-Yin Chen",460075,"SL|FT","Called Strike","null","null"
"1533","Wei-Yin Chen",460075,"CH|CH","In play, out(s)","85.8","5.75"
"1535","Wei-Yin Chen",518960,"FF|SL","Foul","null","null"
"1536","Wei-Yin Chen",518960,"SL|FF","In play, no out","97.9","11.74"
"1537","Wei-Yin Chen",518960,"FF|FT","Called Strike","null","null"
"1538","Wei-Yin Chen",518960,"FT|CH","Called Strike","null","null"
"1539","Wei-Yin Chen",518960,"CH|FF","Foul","null","null"
"1542","Wei-Yin Chen",474892,"FT|FT","Swinging Strike","null","null"
"1545","Wei-Yin Chen",474892,"FF|FF","Called Strike","null","null"
"1549","Wei-Yin Chen",431094,"CH|FF","In play, no out","103.8","4.3"
"1550","Wei-Yin Chen",431094,"FF|FT","Foul","null","null"
"1555","Wei-Yin Chen",595023,"FT|FF","Called Strike","null","null"
"1556","Wei-Yin Chen",595023,"FF|CH","Called Strike","null","null"
"1557","Wei-Yin Chen",595023,"CH|FF","In play, out(s)","78.6","-2.08"
"1560","Wei-Yin Chen",474892,"FF|CH","In play, out(s)","89.7","-7.19"
"1562","Wei-Yin Chen",518960,"FF|CU","Called Strike","null","null"
"1563","Wei-Yin Chen",518960,"CU|CH","In play, out(s)","95.6","-15.95"
"1566","Wei-Yin Chen",571771,"FF|FF","Called Strike","null","null"
"1567","Wei-Yin Chen",571771,"FF|FF","Foul","null","-38.13"
"1568","Wei-Yin Chen",571771,"FF|FF","In play, out(s)","95.1","-18.12"
"1571","Wei-Yin Chen",435062,"CU|FF","In play, out(s)","97.4","32.15"
"1572","Wei-Yin Chen",435062,"FF|FF","Called Strike","null","null"
"1576","Wei-Yin Chen",624577,"FF|FF","Foul","null","62.62"
"1577","Wei-Yin Chen",624577,"FF|SL","Swinging Strike (Blocked)","null","null"
"1579","Wei-Yin Chen",457759,"FF|FF","Called Strike","null","null"
"1580","Wei-Yin Chen",457759,"FF|CU","In play, out(s)","98.2","8.02"
"1583","Wei-Yin Chen",518735,"SL|FF","Called Strike","null","null"
"1584","Wei-Yin Chen",518735,"FF|FF","In play, out(s)","null","null"
"1587","Wei-Yin Chen",572204,"FF|FF","Foul","null","26.63"
"1588","Wei-Yin Chen",572204,"FF|FF","In play, no out","null","null"
"1589","Wei-Yin Chen",572204,"FF|FF","Foul","null","null"
"1593","Wei-Yin Chen",518586,"FF|FF","Called Strike","null","null"
"1596","Wei-Yin Chen",548389,"FF|FF","In play, out(s)","null","null"
"1599","Wei-Yin Chen",571771,"FF|CU","Swinging Strike (Blocked)","null","null"
"1600","Wei-Yin Chen",571771,"CU|FF","Foul","null","23.65"
"1601","Wei-Yin Chen",571771,"FF|SL","Foul","null","null"
"1604","Wei-Yin Chen",457759,"CH|FF","Foul","null","null"
"1605","Wei-Yin Chen",457759,"FF|FF","Called Strike","null","null"
"1606","Wei-Yin Chen",457759,"FF|FF","Called Strike","null","null"
"1608","Wei-Yin Chen",518735,"CH|FF","Called Strike","null","null"
"1609","Wei-Yin Chen",518735,"FF|FT","In play, out(s)","87.7","-28.45"
"1612","Wei-Yin Chen",572204,"FF|FT","Called Strike","null","null"
"1613","Wei-Yin Chen",572204,"FT|FF","In play, run(s)","102","25.85"
"1615","Wei-Yin Chen",454560,"CH|FF","In play, out(s)","76.1","6.22"
"1619","Wei-Yin Chen",548389,"FF|CU","In play, out(s)","89.1","-9.01"
"1621","Wei-Yin Chen",548389,"FF|CH","Foul","null","47.23"
"1628","Wei-Yin Chen",624577,"FF|CU","Foul","null","null"
"1629","Wei-Yin Chen",624577,"CU|FF","Foul","null","27.79"
"1630","Wei-Yin Chen",624577,"FF|CH","Foul","null","46.12"
"1632","Wei-Yin Chen",624577,"FF|FF","Swinging Strike","null","null"
"1635","Wei-Yin Chen",457759,"SL|FF","In play, no out","105.4","15.76"
"1636","Wei-Yin Chen",457759,"FF|FF","Called Strike","null","null"
"1637","Wei-Yin Chen",457759,"FF|FF","Foul","null","null"
"1638","Wei-Yin Chen",457759,"FF|FF","Foul","null","null"
"1641","Wei-Yin Chen",518735,"SL|FF","Called Strike","null","null"
"1644","Wei-Yin Chen",454560,"CU|FF","In play, no out","97.3","-3.38"
"1649","Wei-Yin Chen",435062,"FF|FF","In play, out(s)","81.7","-43.54"
"1650","Wei-Yin Chen",435062,"FF|CH","Called Strike","null","null"
"1652","Wei-Yin Chen",572204,"FF|CH","Swinging Strike","null","null"
"1653","Wei-Yin Chen",572204,"CH|FF","Foul","null","null"
"1654","Wei-Yin Chen",572204,"FF|FF","Foul","null","null"
"1655","Wei-Yin Chen",572204,"FF|CH","In play, out(s)","92.1","39.79"
"1658","Wei-Yin Chen",572204,"SL|FF","Foul","null","34.52"
"1661","Wei-Yin Chen",572191,"SL|FF","Swinging Strike","null","null"
"1662","Wei-Yin Chen",572191,"FF|FF","Foul","null","null"
"1663","Wei-Yin Chen",572191,"FF|FT","Foul","null","null"
"1671","Wei-Yin Chen",475582,"FT|CU","In play, run(s)","94.9","15.05"
"1676","Wei-Yin Chen",150029,"CH|FF","Called Strike","null","null"
"1677","Wei-Yin Chen",150029,"FF|SL","Swinging Strike","null","null"
"1678","Wei-Yin Chen",150029,"SL|FF","Called Strike","null","null"
"1679","Wei-Yin Chen",150029,"FF|FF","Foul","null","32.53"
"1681","Wei-Yin Chen",467092,"FF|FF","Called Strike","null","null"
"1684","Wei-Yin Chen",457787,"FF|FF","In play, out(s)","88.2","33.57"
"1685","Wei-Yin Chen",457787,"FF|FF","Called Strike","null","null"
"1686","Wei-Yin Chen",457787,"FF|CH","Called Strike","null","null"
"1690","Wei-Yin Chen",605452,"FF|FF","Swinging Strike","null","null"
"1692","Wei-Yin Chen",605452,"FF|FF","Called Strike","null","null"
"1696","Wei-Yin Chen",572191,"CU|FF","Foul","null","49.32"
"1697","Wei-Yin Chen",572191,"FF|FF","Swinging Strike","null","null"
"1700","Wei-Yin Chen",543685,"CH|FF","In play, out(s)","70.2","60.39"
"1703","Wei-Yin Chen",547180,"CU|CU","Foul","null","9.74"
"1704","Wei-Yin Chen",547180,"CU|FF","Foul","null","null"
"1708","Wei-Yin Chen",475582,"CH|FF","Called Strike","null","null"
"1709","Wei-Yin Chen",475582,"FF|FF","Swinging Strike","null","null"
"1710","Wei-Yin Chen",475582,"FF|FF","In play, out(s)","null","null"
"1712","Wei-Yin Chen",502517,"CH|SL","In play, out(s)","67.2","42.29"
"1713","Wei-Yin Chen",502517,"SL|SL","Called Strike","null","null"
"1714","Wei-Yin Chen",502517,"SL|FF","Foul","null","null"
"1715","Wei-Yin Chen",502517,"FF|FF","Foul","null","null"
"1717","Wei-Yin Chen",150029,"FF|FF","In play, no out","70.3","26.53"
"1718","Wei-Yin Chen",150029,"FF|CH","Called Strike","null","null"
"1721","Wei-Yin Chen",433589,"CH|FF","Called Strike","null","null"
"1722","Wei-Yin Chen",433589,"FF|FT","Called Strike","null","null"
"1724","Wei-Yin Chen",433589,"FF|CH","Called Strike","null","null"
"1727","Wei-Yin Chen",543685,"CH|FT","In play, out(s)","100.8","-1.92"
"1730","Wei-Yin Chen",547180,"SL|FT","In play, out(s)","59.5","-19.43"
"1732","Wei-Yin Chen",475582,"CH|FF","Called Strike","null","null"
"1733","Wei-Yin Chen",475582,"FF|FT","In play, out(s)","66.2","-65.55"
"1736","Wei-Yin Chen",502517,"SL|FF","Foul","null","30.7"
"1737","Wei-Yin Chen",502517,"FF|CU","Foul","null","null"
"1738","Wei-Yin Chen",502517,"CU|FF","Called Strike","null","null"
"1740","Wei-Yin Chen",502517,"FT|CH","Swinging Strike","null","null"
"1741","Wei-Yin Chen",502517,"CH|CU","Swinging Strike (Blocked)","null","null"
"1743","Wei-Yin Chen",502317,"FF|CH","Foul","null","null"
"1744","Wei-Yin Chen",502317,"CH|FF","Foul","null","54.04"
"1746","Wei-Yin Chen",502317,"CU|FF","Foul","null","76.97"
"1747","Wei-Yin Chen",502317,"FF|CU","Called Strike","null","null"
"1749","Wei-Yin Chen",502317,"CH|FF","Called Strike","null","null"
"1753","Wei-Yin Chen",457787,"CU|FT","In play, no out","100.6","-14.92"
"1754","Wei-Yin Chen",457787,"FT|CU","Called Strike","null","null"
"1757","Wei-Yin Chen",519208,"FF|FF","Called Strike","null","null"
"1758","Wei-Yin Chen",519208,"FF|FF","Called Strike","null","null"
"1765","Wei-Yin Chen",593495,"SL|FF","Foul","null","null"
"1766","Wei-Yin Chen",593495,"FF|SL","In play, out(s)","89.8","-14.65"
"1767","Wei-Yin Chen",593495,"SL|FT","Called Strike","null","null"
"1768","Wei-Yin Chen",593495,"FT|FF","Foul","null","null"
"1771","Wei-Yin Chen",611177,"FF|FF","In play, out(s)","101.5","2.05"
"1775","Wei-Yin Chen",493596,"FF|FF","In play, out(s)","93.2","27.85"
"1778","Wei-Yin Chen",425796,"FF|CU","In play, out(s)","106.8","-5.69"
"1779","Wei-Yin Chen",425796,"CU|FT","Foul","null","null"
"1780","Wei-Yin Chen",425796,"FT|FF","Foul","null","30.86"
"1782","Wei-Yin Chen",452095,"FF|FT","Called Strike","null","null"
"1783","Wei-Yin Chen",452095,"FT|SL","Swinging Strike (Blocked)","null","null"
"1785","Wei-Yin Chen",453211,"FF|SL","Foul","null","null"
"1786","Wei-Yin Chen",453211,"SL|FF","Swinging Strike","null","null"
"1790","Wei-Yin Chen",554234,"SL|FT","Foul","null","null"
"1791","Wei-Yin Chen",554234,"FT|FF","Called Strike","null","null"
"1793","Wei-Yin Chen",593495,"FF|SL","Called Strike","null","null"
"1794","Wei-Yin Chen",593495,"SL|SL","In play, out(s)","52.3","-37.78"
"1798","Wei-Yin Chen",518692,"FT|FF","In play, out(s)","79.5","4.89"
"1801","Wei-Yin Chen",611177,"FF|FT","Called Strike","null","null"
"1802","Wei-Yin Chen",611177,"FT|FF","In play, out(s)","101.3","16.69"
"1806","Wei-Yin Chen",493596,"FF|SL","In play, no out","67.8","8.07"
"1809","Wei-Yin Chen",452095,"FF|SL","Swinging Strike (Blocked)","null","null"
"1811","Wei-Yin Chen",452095,"SL|CH","Foul","null","-33.62"
"1812","Wei-Yin Chen",452095,"CH|FF","Foul","null","33"
"1818","Wei-Yin Chen",607054,"SL|CU","Foul","null","null"
"1819","Wei-Yin Chen",607054,"CU|SL","Called Strike","null","null"
"1821","Wei-Yin Chen",455976,"SL|FF","Foul","null","40.95"
"1822","Wei-Yin Chen",455976,"FF|CU","Swinging Strike (Blocked)","null","null"
"1824","Wei-Yin Chen",455976,"FT|FF","Foul","null","39.06"
"1827","Wei-Yin Chen",518692,"FF|FF","Foul","null","43.46"
"1829","Wei-Yin Chen",518692,"SL|FT","In play, no out","98","12.24"
"1830","Wei-Yin Chen",518692,"FT|SL","Called Strike","null","null"
"1833","Wei-Yin Chen",611177,"FF|SL","Foul","null","51.19"
"1835","Wei-Yin Chen",455976,"SL|SL","In play, out(s)","100.6","-23.16"
"1836","Wei-Yin Chen",455976,"SL|FT","Foul","null","71.38"
"1839","Wei-Yin Chen",518692,"FT|FF","In play, out(s)","67.6","-24.39"
"1840","Wei-Yin Chen",518692,"FF|FF","Swinging Strike","null","null"
"1842","Wei-Yin Chen",518692,"SL|SL","Called Strike","null","null"
"1844","Wei-Yin Chen",408234,"FF|CU","In play, run(s)","95.6","-8.16"
"1846","Wei-Yin Chen",592206,"SL|FF","Swinging Strike","null","null"
"1847","Wei-Yin Chen",592206,"FF|SL","Called Strike","null","null"
"1849","Wei-Yin Chen",592206,"FF|FF","Swinging Strike","null","null"
"1850","Wei-Yin Chen",592206,"FF|FF","Foul","null","25.49"
"1852","Wei-Yin Chen",592206,"FF|CH","In play, out(s)","78.2","13.36"
"1855","Wei-Yin Chen",543238,"FF|FT","Foul","null","-6.46"
"1856","Wei-Yin Chen",543238,"FT|FT","Called Strike","null","null"
"1857","Wei-Yin Chen",543238,"FT|FF","In play, no out","104.5","4.14"
"1859","Wei-Yin Chen",435079,"FF|FF","Called Strike","null","null"
"1862","Wei-Yin Chen",543510,"FF|FF","In play, out(s)","101","28.55"
"1864","Wei-Yin Chen",578428,"FF|CU","In play, out(s)","90.6","-8.03"
"1866","Wei-Yin Chen",435079,"SL|SL","Called Strike","null","null"
"1867","Wei-Yin Chen",435079,"SL|FF","In play, run(s)","101.7","37.54"
"1870","Wei-Yin Chen",457708,"CU|FF","In play, out(s)","93.7","57.74"
"1872","Wei-Yin Chen",408234,"FF|SL","In play, out(s)","105","-2.34"
"1873","Wei-Yin Chen",408234,"SL|SL","Called Strike","null","null"
"1874","Wei-Yin Chen",408234,"SL|FF","Foul","null","null"
"1877","Wei-Yin Chen",502110,"CU|FF","In play, no out","109","21.71"
"1879","Wei-Yin Chen",543510,"SL|SL","Called Strike","null","null"
"1880","Wei-Yin Chen",543510,"SL|FF","Called Strike","null","null"
"1881","Wei-Yin Chen",543510,"FF|CU","Foul","null","53.08"
"1884","Wei-Yin Chen",543510,"SL|CH","Swinging Strike","null","null"
"1887","Wei-Yin Chen",578428,"SL|CH","In play, no out","75","7.59"
"1889","Wei-Yin Chen",543238,"FF|FF","Called Strike","null","null"
"1890","Wei-Yin Chen",543238,"FF|FF","In play, out(s)","62.4","16.86"
"1892","Wei-Yin Chen",434378,"SL|FF","Called Strike","null","null"
"1893","Wei-Yin Chen",434378,"FF|FF","Foul","null","null"
"1898","Wei-Yin Chen",457708,"CH|FF","Called Strike","null","null"
"1899","Wei-Yin Chen",457708,"FF|SL","In play, no out","null","null"
"1901","Wei-Yin Chen",408234,"FF|FT","Called Strike","null","null"
"1904","Wei-Yin Chen",408234,"SL|SL","In play, no out","110.9","12.47"
"1906","Wei-Yin Chen",502110,"FF|FF","Called Strike","null","null"
"1907","Wei-Yin Chen",502110,"FF|SL","Swinging Strike","null","null"
"1908","Wei-Yin Chen",502110,"SL|SL","In play, out(s)","100.9","29.15"
"1910","Wei-Yin Chen",592206,"SL|SL","Foul","null","null"
"1911","Wei-Yin Chen",592206,"SL|FF","Swinging Strike","null","null"
"1913","Wei-Yin Chen",543510,"CH|CH","In play, out(s)","76.8","-3.8"
"1916","Wei-Yin Chen",502110,"SL|FF","In play, out(s)","94.9","30.71"
