"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"2","Tyler Chatwood",452655,"FF|FC","In play, no out","97","5.09"
"3","Tyler Chatwood",452655,"FC|FT","Called Strike","null","null"
"4","Tyler Chatwood",452655,"FT|FC","Swinging Strike","null","null"
"7","Tyler Chatwood",474832,"FF|FC","Swinging Strike","null","null"
"8","Tyler Chatwood",474832,"FC|FF","Foul","null","null"
"10","Tyler Chatwood",452254,"FF|FF","Called Strike","null","null"
"12","Tyler Chatwood",452254,"FC|FC","Swinging Strike","null","null"
"13","Tyler Chatwood",452254,"FC|FT","In play, no out","97.8","2.52"
"16","Tyler Chatwood",543063,"FF|FC","Swinging Strike","null","null"
"17","Tyler Chatwood",543063,"FC|FT","Called Strike","null","null"
"19","Tyler Chatwood",543063,"FT|FF","Foul","null","null"
"21","Tyler Chatwood",605412,"FF|FC","Foul","null","null"
"23","Tyler Chatwood",605412,"FT|FF","Foul","null","null"
"24","Tyler Chatwood",605412,"FF|FF","Swinging Strike (Blocked)","null","null"
"25","Tyler Chatwood",605412,"FF|FF","Swinging Strike","null","null"
"28","Tyler Chatwood",543216,"FT|FT","Called Strike","null","null"
"29","Tyler Chatwood",543216,"FT|FT","In play, no out","103.1","-5.49"
"32","Tyler Chatwood",502188,"FT|FF","Called Strike","null","null"
"33","Tyler Chatwood",502188,"FF|FF","Swinging Strike","null","null"
"34","Tyler Chatwood",502188,"FF|FF","Swinging Strike","null","null"
"38","Tyler Chatwood",452655,"FF|CU","Called Strike","null","null"
"39","Tyler Chatwood",452655,"CU|CU","Swinging Strike (Blocked)","null","null"
"41","Tyler Chatwood",474832,"FC|FF","In play, out(s)","71.3","4.7"
"46","Tyler Chatwood",452254,"FT|FF","Foul","null","null"
"47","Tyler Chatwood",452254,"FF|FF","Foul","null","null"
"50","Tyler Chatwood",452254,"FT|FF","Swinging Strike","null","null"
"53","Tyler Chatwood",543063,"FF|FC","Swinging Strike","null","null"
"55","Tyler Chatwood",543063,"FC|FF","Foul","null","null"
"59","Tyler Chatwood",434636,"FT|FF","In play, out(s)","87.7","-26.22"
"61","Tyler Chatwood",543216,"FT|FC","Foul","null","null"
"63","Tyler Chatwood",543216,"FF|CU","Called Strike","null","null"
"65","Tyler Chatwood",543216,"FC|CU","Swinging Strike (Blocked)","null","null"
"71","Tyler Chatwood",457763,"FT|FT","In play, out(s)","null","null"
"74","Tyler Chatwood",452254,"FF|FF","Swinging Strike","null","null"
"75","Tyler Chatwood",452254,"FF|FF","Called Strike","null","null"
"81","Tyler Chatwood",434636,"FF|FT","Foul","null","null"
"83","Tyler Chatwood",605412,"FF|FT","In play, out(s)","93.1","8.09"
"84","Tyler Chatwood",605412,"FT|FF","Called Strike","null","null"
"85","Tyler Chatwood",605412,"FF|FF","Called Strike","null","null"
"87","Tyler Chatwood",605412,"FF|FT","Called Strike","null","null"
"89","Tyler Chatwood",605412,"FT|FC","In play, out(s)","93.1","4.82"
"91","Tyler Chatwood",434636,"FF|FF","Called Strike","null","null"
"94","Tyler Chatwood",434636,"FT|CH","In play, out(s)","61.2","-20.77"
"101","Tyler Chatwood",457763,"FC|FT","Called Strike","null","null"
"102","Tyler Chatwood",457763,"FT|FT","In play, out(s)","89.9","38.63"
"104","Tyler Chatwood",608369,"FT|FF","In play, out(s)","103","-1.44"
"106","Tyler Chatwood",608369,"FF|FF","Called Strike","null","null"
"109","Tyler Chatwood",408236,"FT|FF","In play, out(s)","92.5","45.41"
"114","Tyler Chatwood",502210,"FT|FF","Foul","null","null"
"116","Tyler Chatwood",502210,"FT|FT","In play, out(s)","84.2","32.28"
"122","Tyler Chatwood",435062,"FC|FF","Called Strike","null","null"
"123","Tyler Chatwood",435062,"FF|FT","In play, out(s)","null","null"
"124","Tyler Chatwood",435062,"FT|FF","Called Strike","null","null"
"128","Tyler Chatwood",474463,"FT|FT","Called Strike","null","null"
"129","Tyler Chatwood",474463,"FT|FT","In play, out(s)","87.8","-12.21"
"132","Tyler Chatwood",400284,"FT|FF","Foul","null","null"
"133","Tyler Chatwood",400284,"FF|FF","Foul","null","null"
"134","Tyler Chatwood",400284,"FF|FT","Called Strike","null","null"
"135","Tyler Chatwood",400284,"FT|FT","Foul","null","null"
"139","Tyler Chatwood",608369,"FF|FF","Foul","null","null"
"140","Tyler Chatwood",608369,"FF|FT","Foul","null","null"
"144","Tyler Chatwood",608369,"FF|FF","Called Strike","null","null"
"150","Tyler Chatwood",518735,"FT|FF","Foul","null","null"
"151","Tyler Chatwood",518735,"FF|FF","In play, no out","95.1","0.38"
"154","Tyler Chatwood",502210,"FT|FF","Foul","null","null"
"155","Tyler Chatwood",502210,"FF|FF","Called Strike","null","null"
"156","Tyler Chatwood",502210,"FF|FT","In play, out(s)","86.6","30.26"
"159","Tyler Chatwood",592626,"FT|FC","Swinging Strike","null","null"
"162","Tyler Chatwood",592626,"FF|FF","Swinging Strike","null","null"
"166","Tyler Chatwood",574847,"FT|FT","Foul","null","null"
"167","Tyler Chatwood",574847,"FT|FF","Foul","null","null"
"169","Tyler Chatwood",574847,"FC|FT","Foul","null","null"
"171","Tyler Chatwood",574847,"FT|FC","Swinging Strike","null","null"
"173","Tyler Chatwood",400284,"FF|CU","Swinging Strike","null","null"
"174","Tyler Chatwood",400284,"CU|CU","Called Strike","null","null"
"178","Tyler Chatwood",408236,"FT|FT","Called Strike","null","null"
"179","Tyler Chatwood",408236,"FT|FC","In play, no out","81","8.58"
"181","Tyler Chatwood",518735,"FT|FF","Called Strike","null","null"
"184","Tyler Chatwood",502210,"FF|FF","In play, run(s)","42.8","20.17"
"185","Tyler Chatwood",502210,"FF|FF","Foul","null","null"
"186","Tyler Chatwood",502210,"FF|FT","Swinging Strike","null","null"
"192","Tyler Chatwood",435062,"FT|FT","In play, out(s)","null","null"
"195","Tyler Chatwood",592808,"FF|FT","Foul","null","null"
"197","Tyler Chatwood",592808,"FF|FT","Swinging Strike","null","null"
"199","Tyler Chatwood",592808,"FT|FF","Foul","null","null"
"200","Tyler Chatwood",592808,"FF|FF","In play, out(s)","62.3","-7.66"
"201","Tyler Chatwood",592808,"FF|FF","In play, out(s)","83.4","65.6"
"202","Tyler Chatwood",592808,"FF|CU","Foul","null","null"
"204","Tyler Chatwood",608369,"FF|FC","Swinging Strike","null","null"
"208","Tyler Chatwood",571976,"FC|FT","In play, run(s)","104.9","20.47"
"210","Tyler Chatwood",571976,"FT|FT","Foul","null","null"
"213","Tyler Chatwood",543105,"FF|FF","Swinging Strike","null","null"
"215","Tyler Chatwood",543105,"FF|FT","Called Strike","null","null"
"218","Tyler Chatwood",596143,"FF|FT","In play, out(s)","85","48.01"
"221","Tyler Chatwood",519083,"CH|FC","Swinging Strike","null","null"
"222","Tyler Chatwood",519083,"FC|FC","In play, out(s)","73.2","-6.59"
"223","Tyler Chatwood",519083,"FC|CH","Called Strike","null","null"
"226","Tyler Chatwood",506560,"FF|FF","Foul","null","null"
"228","Tyler Chatwood",506560,"FF|FT","Foul","null","null"
"230","Tyler Chatwood",543184,"FF|FF","Foul","null","null"
"231","Tyler Chatwood",543184,"FF|FF","Called Strike","null","null"
"233","Tyler Chatwood",543184,"FF|FF","Swinging Strike","null","null"
"234","Tyler Chatwood",543184,"FF|FF","Called Strike","null","null"
"242","Tyler Chatwood",445055,"FT|null","Hit By Pitch","null","null"
"244","Tyler Chatwood",571976,"FC|FC","Foul","null","null"
"245","Tyler Chatwood",571976,"FC|FF","Swinging Strike","null","null"
"248","Tyler Chatwood",571976,"FC|FC","Called Strike","null","null"
"251","Tyler Chatwood",572114,"FF|FT","Called Strike","null","null"
"254","Tyler Chatwood",572114,"FT|FT","Foul","null","null"
"257","Tyler Chatwood",543105,"FT|FF","In play, run(s)","61.4","22"
"259","Tyler Chatwood",519083,"FC|FC","In play, out(s)","92.4","43.98"
"262","Tyler Chatwood",506560,"CU|FT","In play, out(s)","null","null"
"266","Tyler Chatwood",506560,"FF|FF","Foul","null","null"
"268","Tyler Chatwood",543184,"FF|FF","Foul","null","null"
"269","Tyler Chatwood",543184,"FF|FF","Swinging Strike","null","null"
"270","Tyler Chatwood",543184,"FF|FF","Called Strike","null","null"
"274","Tyler Chatwood",608671,"FF|CU","In play, no out","91.6","-26.94"
"276","Tyler Chatwood",608671,"CU|CH","Foul","null","null"
"278","Tyler Chatwood",445055,"CU|CU","Called Strike","null","null"
"279","Tyler Chatwood",445055,"CU|FT","In play, run(s)","null","null"
"281","Tyler Chatwood",571976,"FT|FT","Called Strike","null","null"
"283","Tyler Chatwood",572114,"FF|FT","Foul","null","null"
"284","Tyler Chatwood",572114,"FT|FC","Swinging Strike","null","null"
"286","Tyler Chatwood",543105,"FT|FC","Swinging Strike","null","null"
"287","Tyler Chatwood",543105,"FC|FC","Called Strike","null","null"
"288","Tyler Chatwood",543105,"FC|FC","Swinging Strike","null","null"
"292","Tyler Chatwood",596143,"FC|FF","Called Strike","null","null"
"294","Tyler Chatwood",596143,"CU|CU","In play, run(s)","null","null"
"296","Tyler Chatwood",519083,"null|null","Called Strike","null","null"
"301","Tyler Chatwood",596143,"FF|CU","Foul","null","null"
"303","Tyler Chatwood",543105,"FT|FT","In play, out(s)","104.3","-4.03"
"304","Tyler Chatwood",543105,"FT|FT","Foul","null","null"
"307","Tyler Chatwood",596143,"CH|FF","Called Strike","null","null"
"308","Tyler Chatwood",596143,"FF|FT","Called Strike","null","null"
"309","Tyler Chatwood",596143,"FT|FT","In play, out(s)","87.5","-25.95"
"311","Tyler Chatwood",608671,"FF|FT","Called Strike","null","null"
"313","Tyler Chatwood",608671,"FT|FF","Foul","null","null"
"315","Tyler Chatwood",500208,"FF|FF","Foul","null","null"
"316","Tyler Chatwood",500208,"FF|FT","Called Strike","null","null"
"318","Tyler Chatwood",516949,"FF|FF","Foul","null","null"
"319","Tyler Chatwood",516949,"FF|FT","Foul","null","null"
"325","Tyler Chatwood",606131,"CU|FF","Called Strike","null","null"
"326","Tyler Chatwood",606131,"FF|FT","Foul","null","null"
"327","Tyler Chatwood",606131,"FT|CU","Swinging Strike (Blocked)","null","null"
"329","Tyler Chatwood",608671,"FT|FT","Called Strike","null","null"
"339","Tyler Chatwood",608671,"FT|FT","Called Strike","null","null"
"340","Tyler Chatwood",608671,"FT|FF","Called Strike","null","null"
"343","Tyler Chatwood",572114,"FF|FT","Called Strike","null","null"
"344","Tyler Chatwood",572114,"FT|FT","Swinging Strike","null","null"
"346","Tyler Chatwood",572114,"FT|FT","Called Strike","null","null"
"348","Tyler Chatwood",445055,"FF|FF","Foul","null","null"
"350","Tyler Chatwood",445055,"FF|FC","In play, out(s)","85.7","12"
"351","Tyler Chatwood",445055,"FC|FF","In play, out(s)","75.7","-38.48"
"353","Tyler Chatwood",516949,"FF|FT","In play, out(s)","82.4","6.08"
"356","Tyler Chatwood",500208,"FT|FF","Foul","null","null"
"357","Tyler Chatwood",500208,"FF|FF","In play, out(s)","98.6","5.22"
"359","Tyler Chatwood",571976,"FT|FT","Foul","null","null"
"361","Tyler Chatwood",571976,"FT|FT","Called Strike","null","null"
"362","Tyler Chatwood",571976,"FT|FC","In play, out(s)","90.6","-17.15"
"363","Tyler Chatwood",571976,"FC|FT","In play, out(s)","79.4","-43.13"
"367","Tyler Chatwood",572114,"FT|FF","In play, out(s)","95.1","53.57"
"370","Tyler Chatwood",596143,"FF|FF","Called Strike","null","null"
"372","Tyler Chatwood",596143,"FF|FF","In play, no out","98.5","25.17"
"374","Tyler Chatwood",543105,"FT|FF","Foul","null","null"
"375","Tyler Chatwood",543105,"FF|FF","In play, run(s)","105.1","25.95"
"376","Tyler Chatwood",543105,"FF|FT","Called Strike","null","null"
"381","Tyler Chatwood",571976,"FF|FT","Foul","null","null"
"384","Tyler Chatwood",516949,"FT|FF","Swinging Strike","null","null"
"385","Tyler Chatwood",516949,"FF|FT","In play, out(s)","97.9","53.38"
"387","Tyler Chatwood",543105,"FF|FT","In play, out(s)","94.4","48.39"
"390","Tyler Chatwood",500208,"FT|FT","Swinging Strike","null","null"
"392","Tyler Chatwood",596143,"FF|FT","Called Strike","null","null"
"393","Tyler Chatwood",596143,"FT|FF","Called Strike","null","null"
"396","Tyler Chatwood",596143,"FT|FF","In play, no out","96","4.92"
"398","Tyler Chatwood",572114,"FF|FF","In play, out(s)","89.5","22.52"
"401","Tyler Chatwood",445055,"FF|CU","Called Strike","null","null"
"403","Tyler Chatwood",640463,"FC|FC","In play, out(s)","null","null"
"404","Tyler Chatwood",640463,"FC|FF","Called Strike","null","null"
"405","Tyler Chatwood",640463,"FF|CH","Foul","null","null"
"407","Tyler Chatwood",594838,"FF|FT","In play, out(s)","null","null"
"409","Tyler Chatwood",572041,"FF|FT","In play, out(s)","null","null"
"410","Tyler Chatwood",572041,"FT|FF","Called Strike","null","null"
"411","Tyler Chatwood",572041,"FF|FT","Swinging Strike","null","null"
"414","Tyler Chatwood",502671,"FF|FF","Called Strike","null","null"
"416","Tyler Chatwood",456078,"FT|FC","Swinging Strike","null","null"
"418","Tyler Chatwood",456078,"FF|FT","In play, out(s)","null","null"
"420","Tyler Chatwood",456078,"FT|FT","Foul","null","null"
"421","Tyler Chatwood",456078,"FT|FT","Foul","null","null"
"423","Tyler Chatwood",630111,"FT|FC","Swinging Strike","null","null"
"425","Tyler Chatwood",630111,"FT|FF","Swinging Strike","null","null"
"427","Tyler Chatwood",572008,"FF|FF","In play, run(s)","null","null"
"429","Tyler Chatwood",572008,"FC|FC","Swinging Strike","null","null"
"431","Tyler Chatwood",640463,"FF|FT","In play, out(s)","null","null"
"433","Tyler Chatwood",594838,"FC|FT","In play, no out","null","null"
"435","Tyler Chatwood",594838,"FT|FC","Called Strike","null","null"
"441","Tyler Chatwood",502671,"FT|FT","Foul","null","null"
"443","Tyler Chatwood",456078,"FC|FT","In play, run(s)","null","null"
"444","Tyler Chatwood",456078,"FT|FT","Called Strike","null","null"
"447","Tyler Chatwood",571875,"FF|FF","In play, run(s)","null","null"
"449","Tyler Chatwood",630111,"FC|FC","Swinging Strike","null","null"
"450","Tyler Chatwood",630111,"FC|FF","Called Strike","null","null"
"452","Tyler Chatwood",630111,"FC|FT","Swinging Strike","null","null"
"454","Tyler Chatwood",572008,"FC|FC","Foul","null","null"
"455","Tyler Chatwood",572008,"FC|CU","In play, no out","null","null"
"457","Tyler Chatwood",572008,"CU|FC","Foul","null","null"
"459","Tyler Chatwood",594838,"FF|CH","In play, out(s)","null","null"
"460","Tyler Chatwood",594838,"CH|FC","Called Strike","null","null"
"461","Tyler Chatwood",594838,"FC|FC","Swinging Strike","null","null"
"463","Tyler Chatwood",502671,"FC|FT","Swinging Strike","null","null"
"464","Tyler Chatwood",502671,"FT|FF","Swinging Strike","null","null"
"465","Tyler Chatwood",502671,"FF|CU","Called Strike","null","null"
"468","Tyler Chatwood",456078,"CU|FF","In play, out(s)","null","null"
"472","Tyler Chatwood",571875,"FF|FF","Swinging Strike","null","null"
"476","Tyler Chatwood",593647,"FT|FF","Foul","null","null"
"477","Tyler Chatwood",593647,"FF|FF","In play, out(s)","null","null"
"478","Tyler Chatwood",593647,"FF|FF","Called Strike","null","null"
"479","Tyler Chatwood",593647,"FF|FF","Foul","null","null"
"481","Tyler Chatwood",572041,"FT|FT","In play, out(s)","null","null"
"482","Tyler Chatwood",572041,"FT|FC","In play, no out","null","null"
"483","Tyler Chatwood",572041,"FC|FC","Called Strike","null","null"
"486","Tyler Chatwood",571875,"FT|FF","Called Strike","null","null"
"490","Tyler Chatwood",514917,"FT|FC","Called Strike","null","null"
"491","Tyler Chatwood",514917,"FC|FT","Called Strike","null","null"
"495","Tyler Chatwood",571437,"FT|FT","Foul","null","null"
"496","Tyler Chatwood",571437,"FT|CH","Swinging Strike","null","null"
"500","Tyler Chatwood",520471,"FT|FT","Called Strike","null","null"
"507","Tyler Chatwood",546318,"FT|FT","Called Strike","null","null"
"508","Tyler Chatwood",546318,"FT|FT","Called Strike","null","null"
"510","Tyler Chatwood",514917,"FT|FT","Called Strike","null","null"
"517","Tyler Chatwood",571437,"FT|FT","Foul","null","null"
"519","Tyler Chatwood",571437,"FF|FF","Swinging Strike","null","null"
"530","Tyler Chatwood",596748,"FT|FT","In play, out(s)","null","null"
"531","Tyler Chatwood",596748,"FT|FT","Foul","null","null"
"534","Tyler Chatwood",571437,"FT|FT","In play, no out","null","null"
"535","Tyler Chatwood",571437,"FT|FT","Called Strike","null","null"
"539","Tyler Chatwood",519237,"FT|FT","In play, run(s)","98.9","-6.22"
"541","Tyler Chatwood",605894,"FT|FT","In play, out(s)","null","null"
"543","Tyler Chatwood",514917,"FT|FT","In play, out(s)","99","-12.07"
"548","Tyler Chatwood",520471,"FT|FT","In play, run(s)","null","null"
"549","Tyler Chatwood",520471,"FT|FT","Foul","null","null"
"553","Tyler Chatwood",519237,"FT|CU","In play, no out","85.7","-17.81"
"556","Tyler Chatwood",596748,"FT|FT","Foul","null","null"
"557","Tyler Chatwood",596748,"FT|FT","In play, no out","95.9","-17.69"
"561","Tyler Chatwood",520471,"FT|FT","Foul","null","null"
"562","Tyler Chatwood",520471,"FT|FT","Swinging Strike","null","null"
"563","Tyler Chatwood",520471,"FT|FT","In play, out(s)","null","null"
"566","Tyler Chatwood",517370,"FT|FT","Foul","null","null"
"567","Tyler Chatwood",517370,"FT|FT","Swinging Strike","null","null"
"569","Tyler Chatwood",517370,"CU|FT","Swinging Strike","null","null"
"570","Tyler Chatwood",517370,"FT|FT","In play, run(s)","100.7","29.36"
"572","Tyler Chatwood",546318,"FT|FT","Foul","null","null"
"573","Tyler Chatwood",546318,"FT|FT","Foul","null","null"
"574","Tyler Chatwood",546318,"FT|FT","In play, out(s)","99.9","13.49"
"577","Tyler Chatwood",517370,"FT|FT","Foul","null","null"
"578","Tyler Chatwood",517370,"FT|FT","In play, run(s)","null","null"
"579","Tyler Chatwood",517370,"FT|CH","In play, run(s)","104.1","-7.32"
"583","Tyler Chatwood",435622,"FC|FC","Called Strike","null","null"
"584","Tyler Chatwood",435622,"FC|FF","Foul","null","null"
"585","Tyler Chatwood",435622,"FF|FF","Swinging Strike","null","null"
"587","Tyler Chatwood",596059,"FF|FF","Foul","null","null"
"590","Tyler Chatwood",596059,"FF|FF","In play, out(s)","null","null"
"592","Tyler Chatwood",136860,"FT|FF","Called Strike","null","null"
"594","Tyler Chatwood",136860,"FT|FF","In play, out(s)","80.7","2.32"
"597","Tyler Chatwood",519048,"FC|FF","Swinging Strike","null","null"
"598","Tyler Chatwood",519048,"FF|FT","Called Strike","null","null"
"599","Tyler Chatwood",519048,"FT|FF","Swinging Strike","null","null"
"600","Tyler Chatwood",519048,"FF|FF","Foul","null","null"
"602","Tyler Chatwood",462101,"FF|FC","Swinging Strike","null","null"
"604","Tyler Chatwood",462101,"FC|FC","Swinging Strike","null","null"
"608","Tyler Chatwood",608577,"FF|FF","Called Strike","null","null"
"609","Tyler Chatwood",608577,"FF|FF","In play, no out","72.6","55.27"
"612","Tyler Chatwood",455139,"FF|FT","In play, out(s)","81.2","20.4"
"616","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"617","Tyler Chatwood",456167,"FF|FF","Foul","null","null"
"619","Tyler Chatwood",456167,"FC|FF","Called Strike","null","null"
"622","Tyler Chatwood",596059,"FF|FF","Called Strike","null","null"
"623","Tyler Chatwood",596059,"FF|FT","In play, out(s)","null","null"
"625","Tyler Chatwood",136860,"FF|CU","Swinging Strike","null","null"
"626","Tyler Chatwood",136860,"CU|FF","Swinging Strike","null","null"
"628","Tyler Chatwood",134181,"FC|FF","Foul","null","null"
"630","Tyler Chatwood",134181,"FT|FT","In play, no out","98.7","4.38"
"632","Tyler Chatwood",519048,"FF|FF","In play, out(s)","65.3","-37.67"
"636","Tyler Chatwood",462101,"FF|FF","Called Strike","null","null"
"637","Tyler Chatwood",462101,"FF|FF","In play, no out","97.8","-14.42"
"639","Tyler Chatwood",608577,"FC|FC","Foul","null","null"
"640","Tyler Chatwood",608577,"FC|FF","Called Strike","null","null"
"642","Tyler Chatwood",608577,"FF|FF","Foul","null","null"
"644","Tyler Chatwood",608577,"FF|FT","Foul","null","null"
"646","Tyler Chatwood",455139,"FC|FC","In play, run(s)","94.6","46.41"
"648","Tyler Chatwood",455139,"FC|FC","Swinging Strike","null","null"
"649","Tyler Chatwood",455139,"FC|FT","Foul","null","null"
"651","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"652","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"653","Tyler Chatwood",456167,"FF|FF","Called Strike","null","null"
"655","Tyler Chatwood",435622,"FF|FT","Swinging Strike","null","null"
"656","Tyler Chatwood",435622,"FT|FT","Called Strike","null","null"
"658","Tyler Chatwood",435622,"FC|FC","Foul","null","null"
"660","Tyler Chatwood",596059,"FF|FC","In play, out(s)","98.6","33.94"
"661","Tyler Chatwood",596059,"FC|FT","Called Strike","null","null"
"662","Tyler Chatwood",596059,"FT|FF","Foul","null","null"
"666","Tyler Chatwood",519048,"FF|FF","Foul","null","null"
"668","Tyler Chatwood",519048,"FF|FF","Called Strike","null","null"
"672","Tyler Chatwood",462101,"FC|FF","In play, out(s)","50.4","6.89"
"676","Tyler Chatwood",608577,"FF|FF","Foul","null","null"
"677","Tyler Chatwood",608577,"FF|FF","Foul","null","null"
"680","Tyler Chatwood",134181,"FC|FT","In play, out(s)","null","null"
"682","Tyler Chatwood",136860,"FT|FT","In play, out(s)","93.9","-32.49"
"684","Tyler Chatwood",134181,"FC|FF","In play, out(s)","null","null"
"686","Tyler Chatwood",134181,"FT|FT","Foul","null","null"
"688","Tyler Chatwood",134181,"FF|FT","Swinging Strike","null","null"
"690","Tyler Chatwood",400284,"FF|FF","In play, no out","82.2","18.7"
"691","Tyler Chatwood",400284,"FF|FT","Called Strike","null","null"
"694","Tyler Chatwood",608369,"FF|FT","Called Strike","null","null"
"696","Tyler Chatwood",608369,"FT|FC","Swinging Strike","null","null"
"699","Tyler Chatwood",457759,"FT|FT","Foul","null","null"
"700","Tyler Chatwood",457759,"FT|FT","Swinging Strike","null","null"
"702","Tyler Chatwood",502210,"FF|FF","Foul","null","null"
"703","Tyler Chatwood",502210,"FF|FF","In play, out(s)","71.2","5.08"
"704","Tyler Chatwood",502210,"FF|FF","Called Strike","null","null"
"706","Tyler Chatwood",408236,"FC|FC","Foul","null","null"
"707","Tyler Chatwood",408236,"FC|CU","Called Strike","null","null"
"708","Tyler Chatwood",408236,"CU|FF","Foul","null","null"
"709","Tyler Chatwood",408236,"FF|FF","In play, out(s)","81.6","27.21"
"712","Tyler Chatwood",518735,"FT|FF","In play, no out","89.1","14.42"
"714","Tyler Chatwood",435062,"FC|FC","Swinging Strike","null","null"
"715","Tyler Chatwood",435062,"FC|FF","Called Strike","null","null"
"716","Tyler Chatwood",435062,"FF|FT","Foul","null","null"
"725","Tyler Chatwood",608369,"FF|FF","In play, out(s)","94","30.85"
"729","Tyler Chatwood",502210,"FT|CH","Foul","null","null"
"731","Tyler Chatwood",502210,"FF|FT","Called Strike","null","null"
"738","Tyler Chatwood",518735,"FF|FF","Swinging Strike (Blocked)","null","null"
"739","Tyler Chatwood",518735,"FF|FF","Swinging Strike","null","null"
"741","Tyler Chatwood",592626,"FF|FF","Called Strike","null","null"
"743","Tyler Chatwood",592626,"FC|CH","Foul","null","null"
"744","Tyler Chatwood",592626,"CH|FT","Called Strike","null","null"
"752","Tyler Chatwood",457759,"FF|FC","Called Strike","null","null"
"753","Tyler Chatwood",457759,"FC|FT","In play, no out","100.9","33.68"
"755","Tyler Chatwood",502210,"FF|FT","Called Strike","null","null"
"756","Tyler Chatwood",502210,"FT|FF","Foul","null","null"
"758","Tyler Chatwood",502210,"FF|CH","In play, out(s)","81.5","50.71"
"760","Tyler Chatwood",502210,"FT|FC","Foul","null","null"
"761","Tyler Chatwood",502210,"FC|FF","Foul","null","null"
"765","Tyler Chatwood",408236,"FT|FT","In play, no out","99.5","-6.06"
"767","Tyler Chatwood",518735,"FF|FT","Called Strike","null","null"
"768","Tyler Chatwood",518735,"FT|CH","In play, run(s)","109.8","14.74"
"772","Tyler Chatwood",592626,"FT|FF","Foul","null","null"
"776","Tyler Chatwood",592626,"FF|FT","Swinging Strike","null","null"
"781","Tyler Chatwood",628317,"FF|FF","Called Strike","null","null"
"783","Tyler Chatwood",400284,"FT|FT","Foul","null","null"
"785","Tyler Chatwood",400284,"FT|FF","Called Strike","null","null"
"787","Tyler Chatwood",608369,"FF|FT","In play, out(s)","96.2","37.09"
"788","Tyler Chatwood",608369,"FT|FF","Foul","null","null"
"789","Tyler Chatwood",608369,"FF|FF","Foul","null","null"
"791","Tyler Chatwood",400284,"FT|CH","In play, out(s)","67.3","11.22"
"797","Tyler Chatwood",434158,"FT|FT","Called Strike","null","null"
"798","Tyler Chatwood",434158,"FT|FF","Foul","null","null"
"799","Tyler Chatwood",434158,"FF|FF","Foul","null","null"
"802","Tyler Chatwood",518595,"FT|FT","In play, out(s)","70.5","-23.68"
"805","Tyler Chatwood",493316,"FT|FT","In play, out(s)","55.9","3.13"
"808","Tyler Chatwood",425766,"CU|FF","In play, run(s)","98.9","33.61"
"812","Tyler Chatwood",527038,"FT|FC","Called Strike","null","null"
"813","Tyler Chatwood",527038,"FC|FT","Swinging Strike","null","null"
"822","Tyler Chatwood",571927,"FF|FF","Called Strike","null","null"
"827","Tyler Chatwood",434158,"FF|FT","Called Strike","null","null"
"828","Tyler Chatwood",434158,"FT|FF","In play, out(s)","null","null"
"830","Tyler Chatwood",518595,"FC|FT","Called Strike","null","null"
"831","Tyler Chatwood",518595,"FT|FT","Called Strike","null","null"
"833","Tyler Chatwood",493316,"FT|FT","In play, out(s)","83","28.23"
"835","Tyler Chatwood",425766,"CU|CH","Called Strike","null","null"
"836","Tyler Chatwood",425766,"CH|FT","In play, out(s)","null","null"
"838","Tyler Chatwood",435522,"CU|FT","Foul","null","null"
"841","Tyler Chatwood",435522,"FT|CU","In play, out(s)","100.5","7.43"
"845","Tyler Chatwood",527038,"FC|FF","Called Strike","null","null"
"846","Tyler Chatwood",527038,"FF|FF","Called Strike","null","null"
"847","Tyler Chatwood",527038,"FF|FT","Swinging Strike","null","null"
"849","Tyler Chatwood",452678,"CU|CH","Foul","null","null"
"850","Tyler Chatwood",452678,"CH|CH","In play, out(s)","67.2","59.3"
"852","Tyler Chatwood",624424,"FT|FF","Foul","null","null"
"854","Tyler Chatwood",624424,"FT|FT","Foul","null","null"
"856","Tyler Chatwood",624424,"FC|CU","Foul","null","null"
"858","Tyler Chatwood",624424,"FT|FC","Foul","null","null"
"859","Tyler Chatwood",624424,"FC|FT","Foul","null","null"
"860","Tyler Chatwood",624424,"FT|FC","Foul","null","null"
"863","Tyler Chatwood",571927,"FT|FT","Called Strike","null","null"
"865","Tyler Chatwood",571927,"FC|FT","In play, out(s)","null","null"
"868","Tyler Chatwood",434158,"FF|FT","In play, out(s)","97.9","16.03"
"872","Tyler Chatwood",425766,"CH|FF","Foul","null","null"
"873","Tyler Chatwood",425766,"FF|FT","In play, no out","105","-0.37"
"875","Tyler Chatwood",435522,"FT|FF","Foul","null","null"
"877","Tyler Chatwood",435522,"FF|FF","Foul","null","null"
"879","Tyler Chatwood",435522,"FF|FT","In play, out(s)","100.6","-8.25"
"881","Tyler Chatwood",527038,"FT|FT","Foul","null","null"
"885","Tyler Chatwood",527038,"FT|FT","Foul","null","null"
"886","Tyler Chatwood",527038,"FT|FT","In play, out(s)","56.2","-4.35"
"888","Tyler Chatwood",452678,"FF|FT","Called Strike","null","null"
"890","Tyler Chatwood",452678,"FF|FT","Foul","null","null"
"893","Tyler Chatwood",452678,"FF|FF","Swinging Strike","null","null"
