"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"1003","Addison Reed",434636,"FF|FF","Called Strike","null","null"
"1004","Addison Reed",434636,"FF|FF","Swinging Strike","null","null"
"1006","Addison Reed",622110,"FF|FF","Foul","null","null"
"1007","Addison Reed",622110,"FF|FF","Foul","null","null"
"1008","Addison Reed",622110,"FF|FF","Foul","null","null"
"1009","Addison Reed",622110,"FF|FF","Foul","null","null"
"1011","Addison Reed",622110,"SL|FF","Called Strike","null","null"
"1014","Addison Reed",622110,"SL|FF","Foul","null","null"
"1015","Addison Reed",622110,"FF|FF","Foul","null","null"
"1016","Addison Reed",622110,"FF|FF","Foul","null","null"
"1018","Addison Reed",457763,"FF|FF","Called Strike","null","null"
"1022","Addison Reed",474832,"FF|FF","Called Strike","null","null"
"1025","Addison Reed",594807,"SL|SL","Foul","null","null"
"1026","Addison Reed",594807,"SL|FF","Called Strike","null","null"
"1027","Addison Reed",594807,"FF|FF","Called Strike","null","null"
"1030","Addison Reed",571466,"FF|FF","In play, out(s)","99.3","30.36"
"1033","Addison Reed",594807,"FF|FF","Foul","null","null"
"1034","Addison Reed",594807,"FF|SL","Swinging Strike","null","null"
"1037","Addison Reed",571466,"SL|FF","Called Strike","null","null"
"1040","Addison Reed",594988,"FF|FF","Swinging Strike","null","null"
"1042","Addison Reed",594988,"FF|FF","Called Strike","null","null"
"1046","Addison Reed",457574,"SL|FF","Called Strike","null","31.78"
"1047","Addison Reed",457574,"FF|FF","Called Strike","null","null"
"1048","Addison Reed",457574,"FF|FF","In play, out(s)","null","null"
"1050","Addison Reed",594988,"FF|FF","Swinging Strike","null","null"
"1052","Addison Reed",594988,"FF|SL","Swinging Strike","null","null"
"1056","Addison Reed",611177,"FF|FF","Foul","null","29.25"
"1057","Addison Reed",611177,"FF|FF","Foul","null","null"
"1058","Addison Reed",611177,"FF|SL","In play, out(s)","95.9","-5.36"
"1060","Addison Reed",611177,"FF|FF","Foul","null","74.74"
"1061","Addison Reed",611177,"FF|FF","Foul","null","31.03"
"1062","Addison Reed",611177,"FF|FF","Foul","null","null"
"1063","Addison Reed",611177,"FF|FF","Foul","null","null"
"1066","Addison Reed",452095,"SL|FF","In play, no out","117","0.57"
"1068","Addison Reed",452095,"FF|FF","Foul","null","36.24"
"1070","Addison Reed",425796,"SL|FC","Swinging Strike","null","null"
"1071","Addison Reed",425796,"FC|SL","Swinging Strike","null","null"
"1073","Addison Reed",425796,"SL|FF","Foul","null","null"
"1076","Addison Reed",430947,"SL|SL","In play, out(s)","87.5","-19.41"
"1077","Addison Reed",430947,"SL|FF","Foul","null","null"
"1078","Addison Reed",430947,"FF|FF","Called Strike","null","null"
"1079","Addison Reed",430947,"FF|SL","Called Strike","null","null"
"1081","Addison Reed",605480,"FF|FF","Swinging Strike","null","null"
"1082","Addison Reed",605480,"FF|SL","Swinging Strike (Blocked)","null","null"
"1084","Addison Reed",605480,"FF|SL","Swinging Strike (Blocked)","null","null"
"1087","Addison Reed",430637,"FF|SL","Foul","null","null"
"1090","Addison Reed",430637,"SL|FF","Called Strike","null","null"
"1091","Addison Reed",430637,"FF|FF","Foul","null","null"
"1092","Addison Reed",430637,"FF|FF","In play, no out","98.3","-2.45"
"1094","Addison Reed",573131,"FF|SL","Swinging Strike","null","null"
"1095","Addison Reed",573131,"SL|FF","Called Strike","null","null"
"1098","Addison Reed",488721,"FF|FF","In play, run(s)","70.7","13.67"
"1105","Addison Reed",514917,"FF|FF","Called Strike","null","null"
"1107","Addison Reed",435063,"FF|SL","Swinging Strike","null","null"
"1108","Addison Reed",435063,"SL|FF","Called Strike","null","null"
"1109","Addison Reed",435063,"FF|FF","Foul","null","null"
"1111","Addison Reed",467793,"SL|FF","Foul","null","null"
"1112","Addison Reed",467793,"FF|FF","Called Strike","null","null"
"1114","Addison Reed",407781,"FF|FF","Called Strike","null","null"
"1115","Addison Reed",407781,"FF|FF","In play, out(s)","84.1","37.18"
"1118","Addison Reed",608070,"FC|FC","In play, no out","86.2","11.95"
"1119","Addison Reed",608070,"FC|FF","Called Strike","null","null"
"1122","Addison Reed",434658,"FF|FF","Swinging Strike","null","null"
"1123","Addison Reed",434658,"FF|FC","Swinging Strike","null","null"
"1126","Addison Reed",543401,"FF|FF","In play, no out","100.3","11.08"
"1127","Addison Reed",543401,"FF|FC","Called Strike","null","null"
"1130","Addison Reed",435063,"FF|FF","In play, out(s)","99.6","20.24"
"1131","Addison Reed",435063,"FF|FF","Foul","null","null"
"1134","Addison Reed",453400,"FF|FF","In play, out(s)","70.6","-24.38"
"1135","Addison Reed",453400,"FF|FF","Called Strike","null","null"
"1136","Addison Reed",453400,"FF|FF","Swinging Strike","null","null"
"1137","Addison Reed",453400,"FF|SL","Foul","null","null"
"1139","Addison Reed",588751,"FF|FF","Foul","null","37.72"
"1140","Addison Reed",588751,"FF|FF","Foul","null","71.27"
"1142","Addison Reed",588751,"SL|FF","Called Strike","null","null"
"1144","Addison Reed",588751,"SL|FF","Swinging Strike","null","null"
"1149","Addison Reed",429780,"FF|FF","Called Strike","null","null"
"1150","Addison Reed",429780,"FF|FF","Foul","null","null"
"1151","Addison Reed",429780,"FF|FF","Foul","null","null"
"1152","Addison Reed",429780,"FF|FF","Foul","null","null"
"1156","Addison Reed",542303,"FF|FF","Foul","null","null"
"1157","Addison Reed",542303,"FF|FF","Called Strike","null","null"
"1158","Addison Reed",542303,"FF|FF","Called Strike","null","null"
"1160","Addison Reed",592885,"FF|FF","Foul","null","null"
"1161","Addison Reed",592885,"FF|SL","Swinging Strike (Blocked)","null","null"
"1162","Addison Reed",592885,"SL|FF","Called Strike","null","null"
"1165","Addison Reed",520471,"FF|SL","In play, no out","97.3","9.6"
"1166","Addison Reed",520471,"SL|FF","Foul","null","null"
"1167","Addison Reed",520471,"FF|SL","Foul","null","null"
"1173","Addison Reed",596748,"SL|FF","Foul","null","15.04"
"1176","Addison Reed",429667,"SL|FF","Foul","null","41.84"
"1177","Addison Reed",429667,"FF|FF","Called Strike","null","null"
"1179","Addison Reed",429667,"SL|FC","In play, run(s)","90","41.84"
"1181","Addison Reed",434563,"FF|SL","In play, out(s)","null","null"
"1182","Addison Reed",434563,"SL|FF","Called Strike","null","null"
"1184","Addison Reed",434563,"SL|FF","Foul","null","32.92"
"1187","Addison Reed",444876,"FF|FF","Called Strike","null","null"
"1190","Addison Reed",444876,"SL|FF","In play, out(s)","91.8","44.65"
"1193","Addison Reed",519058,"FF|FF","In play, out(s)","110.2","0.35"
