"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"885","Tyler Chatwood",527038,"FT|FT","Foul","null","null"
"886","Tyler Chatwood",527038,"FT|FT","In play, out(s)","56.2","-4.35"
"888","Tyler Chatwood",452678,"FF|FT","Called Strike","null","null"
"889","Tyler Chatwood",452678,"FT|FF","Ball","null","null"
"890","Tyler Chatwood",452678,"FF|FT","Foul","null","null"
"891","Tyler Chatwood",452678,"FT|FF","Ball","null","null"
"892","Tyler Chatwood",452678,"FF|FF","Ball","null","null"
"893","Tyler Chatwood",452678,"FF|FF","Swinging Strike","null","null"
"895","Tyler Chatwood",624424,"CU|FT","In play, out(s)","null","null"
"897","Tyler Chatwood",452678,"FT|FF","Ball","null","null"
"898","Tyler Chatwood",452678,"FF|FF","Swinging Strike","null","null"
"899","Tyler Chatwood",452678,"FF|FT","In play, out(s)","85.9","76.68"
"901","Tyler Chatwood",493316,"FT|FT","In play, out(s)","57.9","-34.28"
"903","Tyler Chatwood",607054,"FT|FF","Ball","null","null"
"904","Tyler Chatwood",607054,"FF|FF","Called Strike","null","null"
"905","Tyler Chatwood",607054,"FF|FF","Ball","null","null"
"906","Tyler Chatwood",607054,"FF|FF","Ball","null","null"
"908","Tyler Chatwood",488818,"FF|FF","Ball","null","null"
"909","Tyler Chatwood",488818,"FF|FF","Ball","null","null"
"910","Tyler Chatwood",488818,"FF|FF","Ball","null","null"
"911","Tyler Chatwood",488818,"FF|FC","Ball","null","null"
"913","Tyler Chatwood",455976,"FF|FF","Foul","null","null"
"914","Tyler Chatwood",455976,"FF|CU","Ball In Dirt","null","null"
"915","Tyler Chatwood",455976,"CU|FF","Swinging Strike","null","null"
"916","Tyler Chatwood",455976,"FF|CU","Called Strike","null","null"
"917","Tyler Chatwood",455976,"CU|FF","Ball","null","null"
"918","Tyler Chatwood",455976,"FF|FC","Ball","null","null"
"919","Tyler Chatwood",455976,"FC|FF","Foul","null","null"
"922","Tyler Chatwood",542255,"FF|FF","Ball","null","null"
"923","Tyler Chatwood",542255,"FF|FF","Ball","null","null"
"924","Tyler Chatwood",542255,"FF|FT","Ball","null","null"
"925","Tyler Chatwood",542255,"FT|FF","Called Strike","null","null"
"927","Tyler Chatwood",150229,"FF|FF","Swinging Strike","null","null"
"928","Tyler Chatwood",150229,"FF|FF","In play, out(s)","58.9","28.06"
"929","Tyler Chatwood",150229,"FF|FF","Ball","null","null"
"930","Tyler Chatwood",150229,"FF|FF","Foul","null","null"
"931","Tyler Chatwood",150229,"FF|FF","Foul (Runner Going)","null","null"
"933","Tyler Chatwood",430947,"FF|CU","Ball","null","null"
"934","Tyler Chatwood",430947,"CU|FF","Ball","null","null"
"935","Tyler Chatwood",430947,"FF|CU","Ball","null","null"
"936","Tyler Chatwood",430947,"CU|FF","Called Strike","null","null"
"937","Tyler Chatwood",430947,"FF|FF","Foul","null","null"
"938","Tyler Chatwood",430947,"FF|FF","Ball","null","null"
"940","Tyler Chatwood",592433,"FF|FF","Foul Tip","null","null"
"941","Tyler Chatwood",592433,"FF|FC","Missed Bunt","null","null"
"943","Tyler Chatwood",607054,"FF|CU","Ball In Dirt","null","null"
"944","Tyler Chatwood",607054,"CU|FC","Swinging Strike","null","null"
"945","Tyler Chatwood",607054,"FC|FF","Foul","null","null"
"946","Tyler Chatwood",607054,"FF|FF","Called Strike","null","null"
"948","Tyler Chatwood",488818,"FC|FF","In play, out(s)","85.4","-6.37"
"949","Tyler Chatwood",488818,"FF|FC","Foul Bunt","null","null"
"951","Tyler Chatwood",518692,"FT|CH","Foul","null","null"
"952","Tyler Chatwood",518692,"CH|FF","Swinging Strike","null","null"
"954","Tyler Chatwood",455976,"CH|FF","Called Strike","null","null"
"955","Tyler Chatwood",455976,"FF|FF","Ball","null","null"
"956","Tyler Chatwood",455976,"FF|FT","Ball","null","null"
"957","Tyler Chatwood",455976,"FT|FT","Ball","null","null"
"959","Tyler Chatwood",542255,"FT|FT","Ball","null","null"
"961","Tyler Chatwood",150229,"FF|FF","Called Strike","null","null"
"962","Tyler Chatwood",150229,"FF|FT","Called Strike","null","null"
"964","Tyler Chatwood",430947,"FT|FF","Ball","null","null"
"965","Tyler Chatwood",430947,"FF|FF","Ball","null","null"
"966","Tyler Chatwood",430947,"FF|CU","Ball","null","null"
"967","Tyler Chatwood",430947,"CU|FT","Ball","null","null"
"970","Tyler Chatwood",607054,"FT|FF","Called Strike","null","null"
"971","Tyler Chatwood",607054,"FF|FF","Foul","null","null"
"972","Tyler Chatwood",607054,"FF|FF","Ball","null","null"
"973","Tyler Chatwood",607054,"FF|FT","Ball","null","null"
"974","Tyler Chatwood",607054,"FT|FF","Ball","null","null"
"976","Tyler Chatwood",488818,"FT|FC","Called Strike","null","null"
"977","Tyler Chatwood",488818,"FC|FF","In play, out(s)","95.2","19.83"
"979","Tyler Chatwood",518692,"FC|FC","Ball In Dirt","null","null"
"980","Tyler Chatwood",518692,"FC|FF","Called Strike","null","null"
"981","Tyler Chatwood",518692,"FF|FF","Foul","null","null"
"982","Tyler Chatwood",518692,"FF|FF","Swinging Strike","null","null"
"984","Tyler Chatwood",455976,"FT|FF","Ball","null","null"
"985","Tyler Chatwood",455976,"FF|FT","Ball","null","null"
"986","Tyler Chatwood",455976,"FT|CH","Ball","null","null"
"987","Tyler Chatwood",455976,"CH|FF","Ball","null","null"
"989","Tyler Chatwood",425796,"FF|FC","Foul","null","null"
"990","Tyler Chatwood",425796,"FC|FF","Swinging Strike","null","null"
"991","Tyler Chatwood",425796,"FF|FC","In play, out(s)","63","-26.6"
"992","Tyler Chatwood",425796,"FC|FC","Called Strike","null","null"
"993","Tyler Chatwood",425796,"FC|FC","Ball","null","null"
"994","Tyler Chatwood",425796,"FC|FF","In play, out(s)","96.5","-6.54"
"995","Tyler Chatwood",425796,"FF|FT","Ball","null","null"
"996","Tyler Chatwood",425796,"FT|FC","Ball","null","null"
"998","Tyler Chatwood",518692,"FF|FF","Foul","null","null"
"1000","Tyler Chatwood",523253,"FF|FF","Ball","null","null"
"1001","Tyler Chatwood",523253,"FF|FT","In play, no out","97.5","13.36"
"1003","Tyler Chatwood",543543,"FF|FF","Called Strike","null","null"
"1004","Tyler Chatwood",543543,"FF|FC","In play, out(s)","95.5","-40.3"
"1006","Tyler Chatwood",446334,"FF|FC","Foul","null","null"
"1007","Tyler Chatwood",446334,"FC|FF","In play, run(s)","102.4","-9.48"
"1008","Tyler Chatwood",446334,"FF|FT","Foul","null","null"
"1009","Tyler Chatwood",446334,"FT|FC","Foul","null","null"
"1010","Tyler Chatwood",446334,"FC|FF","Foul","null","null"
"1012","Tyler Chatwood",456665,"FT|FC","Called Strike","null","null"
"1014","Tyler Chatwood",595281,"FF|FF","Ball","null","null"
"1016","Tyler Chatwood",571912,"FT|FC","Ball","null","null"
"1017","Tyler Chatwood",571912,"FC|FC","Foul","null","null"
"1018","Tyler Chatwood",571912,"FC|FC","In play, out(s)","88.6","30.78"
"1019","Tyler Chatwood",571912,"FC|FT","Ball","null","null"
"1020","Tyler Chatwood",571912,"FT|FC","Swinging Strike","null","null"
"1021","Tyler Chatwood",571912,"FC|FT","Foul","null","null"
"1023","Tyler Chatwood",542455,"FF|FF","Ball","null","null"
"1024","Tyler Chatwood",542455,"FF|FF","Ball","null","null"
"1025","Tyler Chatwood",542455,"FF|FF","Ball","null","null"
"1027","Tyler Chatwood",605483,"FT|FF","Foul Bunt","null","null"
"1028","Tyler Chatwood",605483,"FF|FF","Foul Bunt","null","null"
"1031","Tyler Chatwood",446334,"FT|FT","Ball","null","null"
"1033","Tyler Chatwood",572816,"FF|FF","Called Strike","null","null"
"1036","Tyler Chatwood",595281,"FF|FT","Ball","null","null"
"1037","Tyler Chatwood",595281,"FT|CH","Ball In Dirt","null","null"
"1038","Tyler Chatwood",595281,"CH|FF","In play, run(s)","110.2","14.18"
"1039","Tyler Chatwood",595281,"FF|FF","Called Strike","null","null"
"1040","Tyler Chatwood",595281,"FF|FF","Foul","null","null"
"1042","Tyler Chatwood",571912,"FC|FC","Ball","null","null"
"1044","Tyler Chatwood",542455,"FF|FF","Ball","null","null"
"1046","Tyler Chatwood",605483,"FF|FF","Ball","null","null"
"1047","Tyler Chatwood",605483,"FF|FF","Swinging Strike","null","null"
"1048","Tyler Chatwood",605483,"FF|FF","Foul","null","null"
"1049","Tyler Chatwood",605483,"FF|FF","Missed Bunt","null","null"
"1050","Tyler Chatwood",605483,"FF|FF","Ball","null","null"
"1051","Tyler Chatwood",605483,"FF|FF","Ball","null","null"
"1053","Tyler Chatwood",572816,"FF|FF","Foul","null","null"
"1054","Tyler Chatwood",572816,"FF|FF","In play, out(s)","106.6","-11.96"
"1055","Tyler Chatwood",572816,"FF|FF","Ball","null","null"
"1056","Tyler Chatwood",572816,"FF|FF","Foul","null","null"
"1057","Tyler Chatwood",572816,"FF|FC","Foul","null","null"
"1059","Tyler Chatwood",543543,"FF|FF","Swinging Strike","null","null"
"1060","Tyler Chatwood",543543,"FF|FC","In play, run(s)","104.3","17.74"
"1061","Tyler Chatwood",543543,"FC|FF","Ball","null","null"
"1062","Tyler Chatwood",543543,"FF|FF","Foul","null","null"
"1064","Tyler Chatwood",520471,"FF|FF","Ball","null","null"
"1065","Tyler Chatwood",520471,"FF|CU","Swinging Strike (Blocked)","null","null"
"1066","Tyler Chatwood",520471,"CU|FT","Called Strike","null","null"
"1067","Tyler Chatwood",520471,"FT|FC","Foul","null","null"
"1069","Tyler Chatwood",596748,"FC|FC","Ball","null","null"
"1070","Tyler Chatwood",596748,"FC|FT","Foul","null","null"
"1071","Tyler Chatwood",596748,"FT|FT","Foul","null","null"
"1072","Tyler Chatwood",596748,"FT|FC","Foul Tip","null","null"
"1074","Tyler Chatwood",605125,"FF|FF","Foul","null","null"
"1075","Tyler Chatwood",605125,"FF|FF","Ball","null","null"
"1076","Tyler Chatwood",605125,"FF|FF","Ball","null","null"
"1077","Tyler Chatwood",605125,"FF|FF","Ball","null","null"
"1079","Tyler Chatwood",519237,"FT|FC","Ball In Dirt","null","null"
"1080","Tyler Chatwood",519237,"FC|FC","Ball","null","null"
"1081","Tyler Chatwood",519237,"FC|FF","Foul","null","null"
"1082","Tyler Chatwood",519237,"FF|FT","In play, no out","107.7","8.52"
"1084","Tyler Chatwood",514917,"FF|FT","Ball","null","null"
"1085","Tyler Chatwood",514917,"FT|FF","In play, out(s)","51.8","12.32"
"1086","Tyler Chatwood",514917,"FF|FF","Called Strike","null","null"
"1089","Tyler Chatwood",546318,"FT|FF","In play, out(s)","100.2","19.21"
"1090","Tyler Chatwood",546318,"FF|FT","Ball","null","null"
"1092","Tyler Chatwood",520471,"FT|FT","Called Strike","null","null"
"1093","Tyler Chatwood",520471,"FT|FF","Ball","null","null"
"1094","Tyler Chatwood",520471,"FF|CU","In play, no out","97.3","17.23"
"1097","Tyler Chatwood",571830,"FC|FC","Foul","null","null"
"1098","Tyler Chatwood",571830,"FC|FF","Ball","null","null"
"1099","Tyler Chatwood",571830,"FF|FC","Ball","null","null"
"1100","Tyler Chatwood",571830,"FC|FT","Foul","null","null"
"1101","Tyler Chatwood",571830,"FT|FT","Ball In Dirt","null","null"
"1103","Tyler Chatwood",605125,"FF|FF","Foul","null","null"
"1104","Tyler Chatwood",605125,"FF|FC","Foul","null","null"
"1105","Tyler Chatwood",605125,"FC|FF","Ball","null","null"
"1106","Tyler Chatwood",605125,"FF|FF","Swinging Strike","null","null"
"1107","Tyler Chatwood",605125,"FF|FF","Foul","null","null"
"1108","Tyler Chatwood",605125,"FF|FF","Foul","null","null"
"1109","Tyler Chatwood",605125,"FF|FF","In play, run(s)","94.4","9.96"
"1111","Tyler Chatwood",519237,"FC|FC","Foul Tip","null","null"
"1112","Tyler Chatwood",519237,"FC|FC","Foul","null","null"
"1113","Tyler Chatwood",519237,"FC|FF","Foul","null","null"
"1114","Tyler Chatwood",519237,"FF|FT","In play, run(s)","99.4","6.44"
"1116","Tyler Chatwood",514917,"FF|FC","Ball In Dirt","null","null"
"1117","Tyler Chatwood",514917,"FC|FF","In play, out(s)","53.6","-4.74"
"1119","Tyler Chatwood",621107,"FC|FT","Called Strike","null","null"
"1123","Tyler Chatwood",571830,"FC|FT","Ball","null","null"
"1124","Tyler Chatwood",571830,"FT|FF","Called Strike","null","null"
"1125","Tyler Chatwood",571830,"FF|FF","Ball","null","null"
"1126","Tyler Chatwood",571830,"FF|FC","Ball","null","null"
"1128","Tyler Chatwood",605125,"FT|FC","In play, out(s)","78.6","24.24"
"1130","Tyler Chatwood",519237,"FF|FF","In play, run(s)","107.3","-9.91"
"1131","Tyler Chatwood",519237,"FF|FT","Foul","null","null"
"1133","Tyler Chatwood",595963,"FF|FC","In play, out(s)","104.6","-2.06"
"1134","Tyler Chatwood",595963,"FC|FF","Foul","null","null"
"1135","Tyler Chatwood",595963,"FF|FF","Foul","null","null"
"1136","Tyler Chatwood",595963,"FF|FC","Ball","null","null"
"1137","Tyler Chatwood",595963,"FC|CU","Ball In Dirt","null","null"
"1139","Tyler Chatwood",546318,"FF|FF","Ball","null","null"
"1141","Tyler Chatwood",514917,"FF|FF","Foul","null","null"
"1144","Tyler Chatwood",546318,"FF|FC","Foul","null","null"
"1145","Tyler Chatwood",546318,"FC|CU","In play, out(s)","57.6","72"
"1146","Tyler Chatwood",546318,"CU|FT","Foul","null","null"
"1147","Tyler Chatwood",546318,"FT|FF","Ball","null","null"
"1149","Tyler Chatwood",571830,"FT|FT","In play, out(s)","107.7","-5.87"
"1150","Tyler Chatwood",571830,"FT|FT","Ball","null","null"
"1152","Tyler Chatwood",595963,"FF|CH","Called Strike","null","null"
"1153","Tyler Chatwood",595963,"CH|FF","Ball","null","null"
"1154","Tyler Chatwood",595963,"FF|CH","Ball","null","null"
"1155","Tyler Chatwood",595963,"CH|FF","In play, out(s)","93.3","16.78"
"1157","Tyler Chatwood",543216,"FT|FF","In play, out(s)","86.1","8.42"
"1158","Tyler Chatwood",543216,"FF|FF","Ball","null","null"
"1159","Tyler Chatwood",543216,"FF|FT","Called Strike","null","null"
"1161","Tyler Chatwood",474832,"FF|FF","Called Strike","null","null"
"1163","Tyler Chatwood",457763,"FT|FT","Ball","null","null"
"1164","Tyler Chatwood",457763,"FT|FT","Ball","null","null"
"1165","Tyler Chatwood",457763,"FT|FT","Called Strike","null","null"
"1166","Tyler Chatwood",457763,"FT|FT","Ball","null","null"
"1168","Tyler Chatwood",543063,"FT|FF","Swinging Strike","null","null"
"1169","Tyler Chatwood",543063,"FF|FC","Swinging Strike","null","null"
"1171","Tyler Chatwood",455369,"FT|FT","Ball","null","null"
"1172","Tyler Chatwood",455369,"FT|FT","Foul","null","null"
"1173","Tyler Chatwood",455369,"FT|CU","Ball","null","null"
"1174","Tyler Chatwood",455369,"CU|FF","Foul","null","null"
"1175","Tyler Chatwood",455369,"FF|FT","In play, out(s)","99.1","24.4"
"1176","Tyler Chatwood",455369,"FT|FT","Ball","null","null"
"1177","Tyler Chatwood",455369,"FT|CU","Called Strike","null","null"
"1179","Tyler Chatwood",518516,"FC|FT","Ball","null","null"
"1180","Tyler Chatwood",518516,"FT|FT","Ball","null","null"
"1181","Tyler Chatwood",518516,"FT|FF","Swinging Strike","null","null"
"1182","Tyler Chatwood",518516,"FF|FC","Ball","null","null"
"1184","Tyler Chatwood",434636,"FF|FC","Ball","null","null"
"1185","Tyler Chatwood",434636,"FC|FC","Foul (Runner Going)","null","null"
"1186","Tyler Chatwood",434636,"FC|FF","Called Strike","null","null"
"1187","Tyler Chatwood",434636,"FF|FT","Ball","null","null"
"1188","Tyler Chatwood",434636,"FT|FT","Foul","null","null"
"1189","Tyler Chatwood",434636,"FT|FC","Foul Tip","null","null"
"1191","Tyler Chatwood",474832,"FF|FC","Ball","null","null"
"1192","Tyler Chatwood",474832,"FC|CU","Foul","null","null"
"1193","Tyler Chatwood",474832,"CU|FT","Ball","null","null"
"1194","Tyler Chatwood",474832,"FT|FT","Swinging Strike","null","null"
"1195","Tyler Chatwood",474832,"FT|FC","In play, no out","94.2","11.22"
"1197","Tyler Chatwood",457763,"FT|FF","Called Strike","null","null"
"1198","Tyler Chatwood",457763,"FF|FT","Foul","null","null"
"1199","Tyler Chatwood",457763,"FT|FT","Ball","null","null"
"1200","Tyler Chatwood",457763,"FT|FC","Ball","null","null"
"1201","Tyler Chatwood",457763,"FC|FC","Ball In Dirt","null","null"
"1204","Tyler Chatwood",607776,"FC|FT","Called Strike","null","null"
"1205","Tyler Chatwood",607776,"FT|FC","In play, out(s)","100.3","16.85"
"1207","Tyler Chatwood",518516,"FC|FC","Swinging Strike","null","null"
"1208","Tyler Chatwood",518516,"FC|FF","Foul","null","null"
"1209","Tyler Chatwood",518516,"FF|FT","Called Strike","null","null"
"1211","Tyler Chatwood",434636,"FT|FT","Ball","null","null"
"1212","Tyler Chatwood",434636,"FT|CU","In play, no out","97.9","27.8"
"1214","Tyler Chatwood",592620,"FF|FF","Ball","null","null"
"1215","Tyler Chatwood",592620,"FF|FF","Ball","null","null"
"1216","Tyler Chatwood",592620,"FF|FT","Ball In Dirt","null","null"
"1218","Tyler Chatwood",474832,"FT|FF","Ball","null","null"
"1219","Tyler Chatwood",474832,"FF|FF","Called Strike","null","null"
"1220","Tyler Chatwood",474832,"FF|FC","Swinging Strike","null","null"
"1222","Tyler Chatwood",543063,"FT|FF","In play, out(s)","52.5","-31.83"
"1223","Tyler Chatwood",543063,"FF|FF","Ball","null","null"
"1225","Tyler Chatwood",434636,"FT|FT","Ball","null","null"
"1226","Tyler Chatwood",434636,"FT|FT","In play, no out","null","null"
"1227","Tyler Chatwood",434636,"FT|FT","Ball","null","null"
"1228","Tyler Chatwood",434636,"FT|FT","Ball","null","null"
"1229","Tyler Chatwood",434636,"FT|FT","Foul","null","null"
"1231","Tyler Chatwood",457763,"FT|FT","Foul","null","null"
"1232","Tyler Chatwood",457763,"FT|FT","In play, out(s)","91.9","-11.35"
"1233","Tyler Chatwood",457763,"FT|FC","Swinging Strike","null","null"
"1236","Tyler Chatwood",592620,"FF|FT","Ball","null","null"
"1238","Tyler Chatwood",607776,"null|null","In play, out(s)","72.7","-15.13"
"1239","Tyler Chatwood",607776,"null|null","Foul Tip","null","null"
"1240","Tyler Chatwood",607776,"null|null","Ball","null","null"
"1242","Tyler Chatwood",592620,"FF|FT","Called Strike","null","null"
"1245","Tyler Chatwood",445988,"FC|FT","Foul","null","null"
"1246","Tyler Chatwood",445988,"FT|FC","Ball","null","null"
"1247","Tyler Chatwood",445988,"FC|FT","Ball","null","null"
"1248","Tyler Chatwood",445988,"FT|FF","Called Strike","null","null"
"1249","Tyler Chatwood",445988,"FF|FC","Foul","null","null"
"1250","Tyler Chatwood",445988,"FC|FC","Ball","null","null"
"1252","Tyler Chatwood",592885,"FF|FT","Called Strike","null","null"
"1253","Tyler Chatwood",592885,"FT|FF","Called Strike","null","null"
"1254","Tyler Chatwood",592885,"FF|FT","Foul","null","null"
"1255","Tyler Chatwood",592885,"FT|FC","In play, no out","68.4","25.26"
"1258","Tyler Chatwood",571506,"FF|FF","Foul","null","null"
"1259","Tyler Chatwood",571506,"FF|FC","Foul","null","null"
"1260","Tyler Chatwood",571506,"FC|FC","Swinging Strike (Blocked)","null","null"
"1261","Tyler Chatwood",571506,"FC|FF","Called Strike","null","null"
"1262","Tyler Chatwood",571506,"FF|FT","Ball","null","null"
"1264","Tyler Chatwood",592663,"FT|FT","Called Strike","null","null"
"1265","Tyler Chatwood",592663,"FT|FC","Foul","null","null"
"1266","Tyler Chatwood",592663,"FC|FT","Ball","null","null"
"1267","Tyler Chatwood",592663,"FT|FC","Swinging Strike","null","null"
"1269","Tyler Chatwood",588751,"FT|FT","Called Strike","null","null"
"1271","Tyler Chatwood",518618,"FT|FF","Ball","null","null"
"1272","Tyler Chatwood",518618,"FF|FC","Ball","null","null"
"1273","Tyler Chatwood",518618,"FC|FF","Ball","null","null"
"1274","Tyler Chatwood",518618,"FF|FF","Ball","null","null"
"1276","Tyler Chatwood",445988,"FT|FT","Foul (Runner Going)","null","null"
"1277","Tyler Chatwood",445988,"FT|FC","Ball","null","null"
"1278","Tyler Chatwood",445988,"FC|FC","Ball","null","null"
"1279","Tyler Chatwood",445988,"FC|FT","Foul","null","null"
"1280","Tyler Chatwood",445988,"FT|FC","Ball","null","null"
"1281","Tyler Chatwood",445988,"FC|FT","Foul","null","null"
"1284","Tyler Chatwood",519317,"FC|FF","Ball","null","null"
"1286","Tyler Chatwood",518618,"FF|FF","Ball","null","null"
"1287","Tyler Chatwood",518618,"FF|FF","Foul","null","null"
"1288","Tyler Chatwood",518618,"FF|FT","Ball","null","null"
"1289","Tyler Chatwood",518618,"FT|FT","Swinging Strike","null","null"
"1290","Tyler Chatwood",518618,"FT|FF","Swinging Strike","null","null"
"1291","Tyler Chatwood",518618,"FF|FF","In play, out(s)","71.9","9.49"
"1293","Tyler Chatwood",571976,"FT|FT","Foul","null","null"
"1294","Tyler Chatwood",571976,"FT|FC","Ball","null","null"
"1295","Tyler Chatwood",571976,"FC|FC","Called Strike","null","null"
"1296","Tyler Chatwood",571976,"FC|FC","Ball","null","null"
"1297","Tyler Chatwood",571976,"FC|FF","Ball","null","null"
"1298","Tyler Chatwood",571976,"FF|FC","Ball","null","null"
"1301","Tyler Chatwood",489267,"FT|FC","Swinging Strike","null","null"
"1302","Tyler Chatwood",489267,"FC|FC","Called Strike","null","null"
"1303","Tyler Chatwood",489267,"FC|FT","Ball","null","null"
"1304","Tyler Chatwood",489267,"FT|FF","Ball","null","null"
"1306","Tyler Chatwood",425834,"FC|FF","Ball","null","null"
"1308","Tyler Chatwood",493351,"FF|FC","Foul","null","null"
"1309","Tyler Chatwood",493351,"FC|FT","Ball","null","null"
"1310","Tyler Chatwood",493351,"FT|FC","Ball","null","null"
"1311","Tyler Chatwood",493351,"FC|FC","In play, out(s)","98.1","-8.25"
"1313","Tyler Chatwood",519083,"FT|FF","Ball","null","null"
"1314","Tyler Chatwood",519083,"FF|FC","Ball","null","null"
"1315","Tyler Chatwood",519083,"FC|FF","Called Strike","null","null"
"1316","Tyler Chatwood",519083,"FF|FF","In play, no out","103","2.06"
"1318","Tyler Chatwood",571976,"FF|FC","Ball","null","null"
"1319","Tyler Chatwood",571976,"FC|FC","Foul","null","null"
"1320","Tyler Chatwood",571976,"FC|FF","Ball","null","null"
"1321","Tyler Chatwood",571976,"FF|FF","Ball","null","null"
"1322","Tyler Chatwood",571976,"FF|FF","Foul","null","null"
"1323","Tyler Chatwood",571976,"FF|FF","Ball","null","null"
"1325","Tyler Chatwood",461314,"FF|FC","In play, no out","82.9","17.94"
"1326","Tyler Chatwood",461314,"FC|FC","Called Strike","null","null"
"1327","Tyler Chatwood",461314,"FC|FC","Swinging Strike","null","null"
"1329","Tyler Chatwood",425834,"FF|FF","Ball","null","null"
"1330","Tyler Chatwood",425834,"FF|FC","In play, run(s)","68.2","21.65"
"1331","Tyler Chatwood",425834,"FC|FC","Swinging Strike","null","null"
"1333","Tyler Chatwood",493351,"FF|FT","Called Strike","null","null"
"1334","Tyler Chatwood",493351,"FT|FT","Ball","null","null"
"1335","Tyler Chatwood",493351,"FT|FF","Ball","null","null"
"1336","Tyler Chatwood",493351,"FF|FF","Ball","null","null"
"1337","Tyler Chatwood",493351,"FF|FF","Ball","null","null"
"1338","Tyler Chatwood",493351,"FF|FT","Ball","null","null"
"1340","Tyler Chatwood",506560,"FF|FT","In play, out(s)","86.4","-17.54"
"1341","Tyler Chatwood",506560,"FT|FT","Ball","null","null"
"1343","Tyler Chatwood",445055,"FF|FF","Foul","null","null"
"1344","Tyler Chatwood",445055,"FF|FF","Foul","null","null"
"1345","Tyler Chatwood",445055,"FF|FF","Ball","null","null"
"1346","Tyler Chatwood",445055,"FF|FF","Ball","null","null"
"1347","Tyler Chatwood",445055,"FF|FC","Swinging Strike","null","null"
"1349","Tyler Chatwood",571976,"FT|FC","Ball","null","null"
"1351","Tyler Chatwood",461314,"FC|FC","Ball","null","null"
"1352","Tyler Chatwood",461314,"FC|FC","In play, out(s)","90.4","-0.22"
"1353","Tyler Chatwood",461314,"FC|FT","Ball","null","null"
"1355","Tyler Chatwood",489267,"FC|FT","In play, no out","87.8","10.11"
"1356","Tyler Chatwood",489267,"FT|FF","Ball","null","null"
"1358","Tyler Chatwood",519083,"FC|FF","In play, no out","69.8","19.2"
"1359","Tyler Chatwood",519083,"FF|FT","Ball","null","null"
"1361","Tyler Chatwood",506560,"FF|FT","In play, out(s)","74.8","-40.77"
"1362","Tyler Chatwood",506560,"FT|FT","Called Strike","null","null"
"1364","Tyler Chatwood",605304,"FF|FF","Ball","null","null"
"1366","Tyler Chatwood",445055,"FF|FF","Swinging Strike","null","null"
"1368","Tyler Chatwood",519083,"FF|FF","Ball","null","null"
"1369","Tyler Chatwood",519083,"FF|FC","In play, out(s)","64.6","-54.87"
"1372","Tyler Chatwood",425834,"FC|FC","In play, out(s)","98.3","-2.88"
"1373","Tyler Chatwood",425834,"FC|FC","Called Strike","null","null"
"1374","Tyler Chatwood",425834,"FC|FC","Swinging Strike","null","null"
"1375","Tyler Chatwood",425834,"FC|FC","Ball In Dirt","null","null"
"1378","Tyler Chatwood",500208,"FF|FF","In play, run(s)","80.5","-17.1"
"1379","Tyler Chatwood",500208,"FF|FF","Swinging Strike","null","null"
"1380","Tyler Chatwood",500208,"FF|FF","Ball","null","null"
"1381","Tyler Chatwood",500208,"FF|FF","Ball","null","null"
"1383","Tyler Chatwood",445055,"FF|FF","Ball","null","null"
"1385","Tyler Chatwood",571771,"FC|FT","Foul","null","null"
"1386","Tyler Chatwood",571771,"FT|FT","In play, run(s)","96.6","-4.17"
"1388","Tyler Chatwood",457759,"FF|FT","Foul","null","null"
"1389","Tyler Chatwood",457759,"FT|FT","Swinging Strike","null","null"
"1390","Tyler Chatwood",457759,"FT|FT","Ball","null","null"
"1391","Tyler Chatwood",457759,"FT|FT","In play, out(s)","86.3","45.01"
"1393","Tyler Chatwood",608369,"FF|FC","Swinging Strike","null","null"
"1394","Tyler Chatwood",608369,"FC|FT","Called Strike","null","null"
"1395","Tyler Chatwood",608369,"FT|FT","Foul","null","null"
"1397","Tyler Chatwood",572204,"FT|FT","Ball","null","null"
"1398","Tyler Chatwood",572204,"FT|FF","Called Strike","null","null"
"1399","Tyler Chatwood",572204,"FF|FT","Ball","null","null"
"1400","Tyler Chatwood",572204,"FT|FT","Foul","null","null"
"1402","Tyler Chatwood",408236,"FT|FT","Ball","null","null"
"1403","Tyler Chatwood",408236,"FT|FT","Ball","null","null"
"1404","Tyler Chatwood",408236,"FT|FF","Called Strike","null","null"
"1405","Tyler Chatwood",408236,"FF|FF","Ball","null","null"
"1407","Tyler Chatwood",454560,"FF|null","Intent Ball","null","null"
"1408","Tyler Chatwood",454560,"null|IN","Intent Ball","null","null"
"1409","Tyler Chatwood",454560,"IN|null","Intent Ball","null","null"
"1411","Tyler Chatwood",608369,"CH|CH","Ball","null","null"
"1412","Tyler Chatwood",608369,"CH|FF","Foul","null","null"
"1413","Tyler Chatwood",608369,"FF|FT","Ball","null","null"
"1414","Tyler Chatwood",608369,"FT|CH","Ball","null","null"
"1415","Tyler Chatwood",608369,"CH|FT","Ball","null","null"
"1416","Tyler Chatwood",608369,"FT|FF","Foul","null","null"
"1418","Tyler Chatwood",408236,"FC|CU","Swinging Strike","null","null"
"1419","Tyler Chatwood",408236,"CU|FT","Ball","null","null"
"1420","Tyler Chatwood",408236,"FT|CU","Called Strike","null","null"
"1421","Tyler Chatwood",408236,"CU|FT","Foul","null","null"
"1424","Tyler Chatwood",502211,"CU|FT","Called Strike","null","null"
"1425","Tyler Chatwood",502211,"FT|FC","Called Strike","null","null"
